;NUM_ACC;MOIS_ACC;HEU_ACC;COD_PRV;COD_ETA_CHA;COD_ETA_SUR;COD_LUM;COD_INT;TYP_LIE_ACC;NUM_ROU;PKM;LAR_CHA;COD_TYP_CHA;COD_TYP_COL;COD_OBS_HRT;COD_POI_CHO;COD_MAN;CIR_ACC
4700;9979;3;2;28;1;1;1;1;1;3612;47;5;1;8;4;9;1;3
4701;9980;3;17;28;1;1;2;1;1;9;109;8;1;8;18;8;1;9
4703;9982;3;8;28;1;1;2;1;1;3615;9999;5;1;8;14;7;1;9
4704;9983;3;18;28;1;1;1;1;1;9;107;8;1;3;15;7;7;50
4715;9995;3;14;28;1;1;2;1;1;3616;9999;7;1;3;15;7;1;82
4716;9997;3;11;28;1;1;2;1;1;3615;9999;5;1;3;15;7;1;9
4718;10002;3;16;28;1;1;2;1;1;305;9999;7;1;8;14;7;16;32
4721;10005;3;19;28;1;1;1;1;1;316;97;7;1;3;15;7;1;9
4722;10006;3;18;28;1;1;1;1;1;316;94;7;1;3;15;6;1;81
4723;10007;3;20;28;1;1;1;1;1;316;96;7;1;4;15;9;1;21
4724;10008;3;17;28;1;1;2;1;1;803;71;8;2;2;11;4;1;21
4725;10009;3;8;28;1;1;2;1;1;803;54;8;2;8;4;9;1;31
4726;10010;3;15;28;1;1;2;1;1;803;49;8;2;8;2;9;1;9
4727;10011;3;12;28;1;1;2;1;1;803;45;8;2;8;3;9;1;33
4728;10012;3;17;28;1;1;2;1;1;803;70;8;2;8;12;9;1;9
4729;10013;3;23;28;1;1;1;1;1;803;90;8;2;8;4;9;1;9
4730;10014;3;5;28;1;1;1;1;1;803;104;8;2;8;4;9;1;9
4731;10015;3;17;28;1;1;2;1;1;803;54;8;1;8;4;5;9;31
4732;10016;3;14;26;1;1;2;1;1;6;546;12;1;8;6;1;11;9
4733;10017;3;8;67;1;1;2;1;1;608;9999;7;1;8;13;9;10;43
4734;10018;3;14;49;1;1;2;1;1;6;494;7;1;8;14;1;16;9
4735;10019;3;22;26;1;1;1;1;1;6;506;7;1;8;11;8;11;9
4736;10020;3;13;67;1;1;2;1;1;6013;30;4;1;8;13;7;11;31
4738;10022;3;12;47;1;1;2;1;1;6011;5;7;2;7;15;8;12;59
4739;10023;3;11;47;1;1;2;1;1;6008;16;6;1;8;14;1;16;9
4740;10026;3;19;56;1;1;1;1;1;15;116;6;1;3;15;8;4;31
4741;10028;3;20;56;1;1;1;1;1;15;103;6;1;2;15;4;1;31
4742;10029;3;1;56;1;1;1;1;1;15;125;6;1;3;15;3;4;9
4743;10030;3;12;56;1;1;2;1;1;15;92;6;1;2;15;4;1;59
4745;10032;3;12;56;1;1;2;1;1;6;356;7;1;8;14;1;16;9
4746;10033;3;20;56;1;1;1;1;1;6;336;7;1;2;15;1;1;9
4747;10034;3;7;56;1;1;2;1;1;6;330;7;1;8;13;9;11;9
4748;10035;3;18;56;1;1;1;1;1;6;332;7;1;8;13;7;11;3
4749;10037;3;6;56;1;1;1;4;1;15;83;7;1;7;15;8;4;9
4750;10038;3;10;56;1;1;2;1;1;15;78;7;1;8;13;9;10;33
4751;10039;3;18;49;1;1;1;1;1;6;440;7;1;7;15;8;4;88
4752;10041;3;14;49;1;1;2;1;1;19;173;6;1;8;13;9;10;36
4753;10042;3;13;49;1;1;2;1;1;19;201;6;1;8;13;9;11;82
4754;10043;3;10;49;1;1;2;1;1;9999;9999;4;1;8;14;1;16;9
4755;10044;3;7;49;1;1;2;1;1;6;493;7;1;8;13;9;10;36
4756;10045;3;11;26;1;1;2;1;1;9999;489;7;1;8;13;9;10;9
4757;10046;3;18;26;1;1;1;1;1;2;552;16;1;2;15;4;1;9
4758;10047;3;21;26;1;1;1;1;1;2;555;8;2;8;13;1;6;36
4759;10048;3;0;26;1;1;1;1;1;2;542;9;2;8;13;1;6;9
4760;10049;3;16;26;1;1;2;1;1;2;553;16;1;4;15;4;1;3
4761;10050;3;18;26;1;1;1;1;1;6;500;7;1;8;18;7;11;9
4763;10053;3;0;67;1;1;1;1;1;607;80;16;1;3;15;8;1;32
4764;10054;3;20;47;1;1;1;1;1;6002;20;5;1;2;15;4;1;9
4765;10055;3;10;47;1;1;2;1;1;6004;1;9;1;7;15;4;3;9
4766;10063;3;16;47;1;1;2;1;1;607;9999;6;2;8;18;1;1;99
4767;10064;3;19;47;1;1;1;1;1;6000;15;7;2;8;13;8;11;32
4768;10066;3;19;47;1;1;1;1;1;2;505;7;2;8;13;9;11;9
4769;10067;3;20;47;1;1;1;2;1;6008;6;7;1;7;15;8;4;31
4771;10069;3;17;19;1;1;2;1;1;8;554;8;1;3;15;2;16;9
4772;10070;3;19;19;1;1;1;1;1;7308;30;1;1;7;1;4;20;9
4775;10075;3;16;5;1;1;2;1;1;8;503;7;1;7;14;1;18;9
4776;10076;3;22;19;1;1;1;1;1;8;556;11;1;3;15;6;1;38
4777;10077;3;11;19;1;1;2;1;1;712;49;6;1;1;15;1;4;9
4778;10078;3;15;19;1;2;2;2;1;712;114;5;1;8;14;1;16;32
4779;10079;3;18;19;1;2;1;2;1;712;122;5;1;1;15;3;4;53
4780;10080;3;12;19;1;1;2;1;1;712;127;48;1;1;15;3;4;50
4781;10081;3;0;19;1;2;1;2;1;311;57;5;1;8;13;9;10;33
4783;10083;3;13;19;1;1;2;1;1;407;162;6;1;8;13;1;11;21
4784;10086;3;21;27;1;1;1;1;1;1;592;8;1;8;14;1;16;9
4785;10087;3;12;27;1;2;2;2;1;1;577;8;1;3;15;7;16;48
4786;10088;3;7;27;1;1;2;1;1;9999;9999;5;1;2;15;4;1;9
4787;10089;3;7;68;1;1;2;1;1;204;92;7;1;2;15;4;1;33
4788;10090;3;18;68;1;1;1;1;1;2327;9999;6;1;8;14;7;16;9
4789;10092;3;6;27;1;1;1;1;1;1;599;8;1;2;15;1;1;82
4790;10093;3;12;68;1;1;2;1;1;201;78;6;1;8;14;8;1;38
4791;10094;3;15;68;2;1;2;1;1;2317;9999;5;1;8;14;1;16;9
4792;10095;3;12;27;1;2;2;2;1;1;583;8;1;1;15;1;4;36
4793;10096;3;11;27;2;1;2;1;1;2323;9999;7;1;1;18;1;4;36
4795;10098;3;12;27;1;2;2;2;1;2323;18;8;1;8;13;8;1;9
4796;10099;3;0;27;1;1;1;1;1;301;82;8;1;8;14;1;16;38
4797;10100;3;13;27;1;2;2;2;1;2313;17;6;1;8;14;1;16;341
4798;10101;3;12;27;1;2;2;2;1;2313;5;8;1;8;13;9;1;32
4799;10103;3;17;27;3;1;2;1;1;202;20;8;1;3;15;7;6;36
4800;10105;3;12;27;1;1;2;1;1;301;177;8;1;2;15;4;17;9
4801;10106;3;14;27;1;1;2;1;1;1;563;8;1;2;15;1;4;3
4802;10108;3;17;27;1;2;2;2;1;2306;36;8;1;8;14;1;16;9
4803;10110;3;21;27;1;1;1;1;1;2302;34;7;1;8;13;7;1;31
4804;10111;3;9;27;1;1;2;1;1;1;564;8;1;2;15;4;21;9
4805;10112;3;3;27;1;1;1;1;1;2306;31;8;1;8;13;7;1;9
4806;10114;3;21;27;2;1;1;1;1;2321;9999;7;1;8;13;8;1;9
4807;10117;3;19;27;1;2;1;2;1;1;602;8;1;8;14;1;16;9
4808;10118;3;9;27;1;1;2;1;1;2301;9999;6;2;8;18;8;9;9
4809;10119;3;19;27;1;1;1;1;1;2300;2;7;1;8;14;1;4;32
4810;10120;3;10;27;1;1;2;1;1;2313;10;7;1;8;18;7;1;9
4811;10121;3;11;27;1;1;2;1;1;2301;9999;7;1;3;15;8;1;31
4812;10122;3;19;27;1;1;1;1;1;2300;18;7;1;8;18;2;1;9
4813;10123;3;22;27;1;1;1;1;1;2307;18;7;1;3;15;6;4;21
4814;10124;3;16;27;1;1;2;1;1;2307;18;7;1;3;15;4;1;9
4815;10125;3;17;27;1;1;2;1;1;202;12;8;1;8;12;1;1;400
4816;10126;3;14;27;1;2;2;2;1;301;159;8;1;8;13;7;1;71
4817;10127;3;14;27;1;2;2;2;1;204;5;8;1;2;15;4;1;9
4818;10128;3;23;27;1;1;1;1;1;301;136;8;1;4;15;4;1;9
4819;10129;3;6;27;1;1;1;1;1;204;11;8;1;8;13;8;1;9
4820;10130;3;21;27;1;1;1;1;1;204;2;8;1;5;15;8;1;21
4821;10131;3;13;27;1;1;2;1;1;204;7;8;1;3;15;8;1;48
4822;10132;3;11;27;1;1;2;1;1;9999;19;6;1;7;15;4;1;9
4823;10133;3;0;68;1;1;1;1;1;204;74;7;1;7;11;7;1;82
4824;10134;3;17;27;1;1;2;1;1;9999;9999;6;1;8;5;1;1;9
4825;10135;3;13;68;1;1;2;1;1;204;80;11;1;7;15;8;8;9
4826;10136;3;12;68;1;1;2;1;1;204;64;11;1;7;15;8;4;32
4827;10137;3;12;68;1;1;2;1;1;204;56;7;1;8;18;7;1;82
4828;10138;3;21;68;1;1;1;1;1;204;67;11;1;7;15;7;1;21
4829;10139;3;17;68;1;1;2;1;1;201;58;6;1;8;14;8;1;9
4830;10140;3;21;68;1;1;1;1;1;201;60;10;1;7;15;8;4;46
4831;10142;3;20;68;1;1;1;1;1;204;50;7;1;3;15;8;1;59
4832;10144;3;19;68;1;1;1;1;1;2341;9;6;1;8;14;8;1;31
4834;10148;3;23;9;1;1;1;1;1;16;147;8;1;3;15;7;4;9
4835;12001;4;5;45;2;1;1;1;1;1018;9999;6;1;7;15;8;8;3
4836;12003;4;12;33;1;1;2;1;1;1803;9999;11;1;3;15;9;1;21
4837;12004;4;22;2;1;1;1;1;1;803;396;7;2;2;15;1;1;33
4838;12008;4;17;64;1;1;2;1;1;9999;18;12;1;1;15;1;4;391
4840;12010;4;11;45;1;1;2;1;1;1;926;8;1;7;15;7;16;3
4841;12011;4;5;45;1;1;1;1;1;1;925;8;1;7;15;7;16;430
4842;12013;4;19;33;1;1;1;1;1;1803;7;10;1;1;15;1;1;9
4843;12014;4;19;33;1;1;1;1;1;9999;196;11;1;8;18;7;1;409
4844;12015;4;16;41;1;1;2;1;1;1;9999;6;1;1;15;3;4;9
4845;12016;4;11;37;1;1;2;1;1;107;21;5;1;1;15;1;1;9
4846;12017;4;20;45;1;1;1;1;1;1014;14;8;1;1;15;1;4;9
4847;12018;4;14;45;1;1;2;1;1;1009;9;6;1;8;15;7;4;9
4848;12021;4;22;33;1;1;1;1;1;9999;9999;11;1;3;15;4;1;9
4849;12023;4;8;2;1;1;2;1;1;1705;9999;7;1;8;18;9;1;9
4850;12024;4;22;2;1;1;1;1;1;9999;9999;7;1;8;14;1;16;21
4851;12025;4;13;2;1;1;2;1;1;9999;83;10;1;2;15;1;1;9
4852;12026;4;9;2;1;1;2;1;1;10;224;6;1;8;18;1;1;71
4853;12027;4;16;2;1;1;2;1;1;10;197;12;1;3;15;5;8;9
4855;12029;4;17;2;1;1;2;1;1;9999;62;7;1;8;15;9;1;9
4856;12030;4;14;2;1;1;2;1;1;1702;8;7;1;8;14;1;16;21
4857;12032;4;22;64;1;1;1;1;1;10;22;10;1;8;18;9;1;21
4858;12036;4;17;2;1;1;2;1;1;10;34;7;1;8;18;9;1;9
4859;12040;4;5;2;1;1;1;1;1;9999;9999;7;1;3;15;1;4;33
4860;12041;4;12;2;1;1;2;1;1;9999;9999;8;1;3;15;1;4;82
4861;12042;4;14;2;1;1;2;1;1;9999;9999;7;1;8;15;1;1;9
4862;12043;4;14;2;1;1;2;1;1;1707;9999;7;1;2;15;1;1;32
4863;12044;4;11;2;1;1;2;1;1;9999;9999;9;1;2;15;1;1;9
4864;12046;4;17;64;1;1;2;1;1;10;17;20;1;8;15;1;1;9
4865;12047;4;16;64;1;1;2;1;1;10;19;10;1;8;15;1;1;9
4866;12049;4;18;2;1;1;2;1;1;10;33;10;1;8;18;1;1;439
4867;12051;4;17;2;1;1;2;1;1;10;9999;10;1;8;14;1;1;38
4868;12052;4;18;64;1;1;2;1;1;10;17;10;1;8;15;1;1;9
4869;12053;4;18;2;1;1;2;1;1;9999;7;7;1;8;14;1;16;3
4870;12054;4;16;2;1;1;2;1;1;9999;4;9;1;2;15;1;1;3
4871;12055;4;15;2;1;1;2;1;1;9999;9999;8;1;8;15;1;1;9
4872;12057;4;15;33;1;1;2;1;1;9999;9999;13;1;8;13;9;1;9
4873;12058;4;12;33;4;1;2;1;1;9999;9999;11;1;8;18;9;1;3
4874;12059;4;22;33;3;1;1;1;1;102;92;11;1;8;12;1;1;9
4875;12060;4;16;33;1;1;2;1;1;9999;9999;11;1;2;15;1;1;9
4876;12061;4;7;33;1;1;2;1;1;9999;9999;11;1;8;18;7;1;33
4877;12062;4;12;33;1;1;2;1;1;9999;9999;11;1;8;12;1;1;9
4878;12066;4;23;41;1;1;1;1;1;1;843;6;1;1;15;1;4;21
4879;12069;4;21;41;1;1;1;1;1;1;842;6;1;3;15;7;7;3
4880;12072;4;18;41;1;1;2;1;1;9999;9999;8;1;1;15;1;2;3
4883;12077;4;9;41;1;1;2;1;1;1;797;12;1;7;14;1;16;341
4884;12078;4;14;41;2;1;2;1;1;1001;18;6;1;8;14;3;12;3
4885;12079;4;11;41;1;1;2;1;1;9999;367;10;1;7;10;1;11;9
4886;12080;4;20;41;1;1;1;1;1;1708;41;10;1;3;15;2;4;9
4887;12081;4;18;64;1;1;2;1;1;1005;9999;8;1;3;15;7;1;9
4888;12082;4;18;64;1;1;2;1;1;105;7;12;1;3;15;7;1;82
4889;12083;4;22;64;1;1;1;1;1;105;6;12;1;3;15;7;1;33
4890;12084;4;9;64;1;1;2;1;1;105;7;12;1;3;15;7;1;33
4891;12085;4;16;64;1;1;2;1;1;105;2;12;1;3;15;7;1;31
4892;12086;4;17;64;1;1;2;1;1;105;3;12;1;3;15;3;1;82
4893;12087;4;18;64;1;1;2;1;1;105;2;12;1;3;15;8;6;21
4894;12089;4;8;64;1;1;2;1;1;1005;9999;8;1;3;14;7;16;21
4895;12091;4;1;64;1;1;1;1;1;105;7;12;1;3;15;7;1;21
4896;12094;4;9;64;1;1;2;1;1;9999;19;12;1;3;14;7;16;9
4897;12095;4;21;64;1;1;1;1;1;9999;18;12;1;8;18;7;11;31
4898;12097;4;18;64;1;1;2;1;1;9999;20;12;1;3;15;4;1;9
4899;12098;4;15;64;1;1;2;1;1;9999;29;12;1;3;15;7;1;38
4900;12099;4;11;64;1;1;2;1;1;9999;9999;8;1;3;14;7;16;9
4901;12100;4;19;64;1;1;1;1;1;9999;18;12;1;3;15;7;1;9
4902;12101;4;7;45;1;1;2;1;1;1009;20;6;1;8;14;1;16;3
4903;12105;4;14;45;1;1;2;1;1;1;920;8;1;7;15;7;6;9
4904;12107;4;14;45;1;1;2;1;1;1;923;8;1;7;15;4;21;21
4906;12109;4;16;45;1;1;2;1;1;1;925;8;1;7;15;3;16;9
4907;12111;4;18;45;1;1;2;1;1;1;920;8;1;7;15;8;6;9
4908;12114;4;8;45;1;1;2;1;1;1;912;8;1;3;15;4;1;9
4909;12117;4;10;45;1;1;2;1;1;1014;11;8;1;7;15;7;6;341
4910;12118;4;7;45;1;1;2;1;1;1;914;8;1;8;15;7;1;3
4912;12121;4;21;45;1;1;1;1;1;1;906;8;1;7;15;8;4;21
4913;12124;4;14;45;1;1;2;1;1;1;910;8;1;2;15;4;1;9
4914;12125;4;11;37;1;1;2;1;1;104;172;5;1;1;15;1;1;21
4915;12127;4;13;37;1;1;2;1;1;104;70;5;1;3;15;2;1;21
4916;12129;4;9;37;1;1;2;1;1;104;70;6;1;8;14;1;1;9
4917;12130;4;18;37;1;1;2;1;1;1;988;6;1;2;15;4;1;9
4918;12131;4;14;37;1;1;2;1;1;1903;27;6;1;3;15;2;1;31
4919;12132;4;12;37;1;1;2;1;1;104;78;6;1;2;15;4;1;31
4920;12134;4;17;2;1;1;2;1;1;9999;326;8;1;8;18;9;1;9
4921;12135;4;23;37;1;1;1;1;1;1;959;6;1;8;18;9;1;9
4922;12136;4;12;3;1;1;2;1;1;509;51;7;1;7;15;1;2;9
4924;12138;4;16;3;1;1;2;1;1;8;9999;7;1;8;14;1;1;9
4925;12139;4;16;3;1;1;2;1;1;2;339;6;2;3;15;2;18;439
4926;12140;4;21;3;1;1;1;1;1;2;322;8;2;8;18;7;18;3
4927;12141;4;21;3;1;1;1;1;1;2;322;7;2;7;15;1;18;31
4928;12142;4;13;3;1;1;2;1;1;2;314;7;2;8;14;1;18;36
4929;12143;4;15;3;1;1;2;1;1;5209;3;10;1;3;15;2;18;21
4930;12144;4;7;3;1;1;2;1;1;2;309;6;1;3;15;2;18;9
4931;12145;4;21;3;1;1;1;1;1;5209;6;6;1;8;18;7;18;9
4932;12146;4;19;3;1;1;1;1;1;2;216;7;1;8;18;9;1;38
4934;12148;4;17;3;1;1;2;1;1;5211;3;9;2;3;15;2;18;21
4935;12150;4;15;5;1;1;2;1;1;9999;53;7;1;8;18;9;11;3
4937;12152;4;12;5;1;1;2;1;1;3222;13;6;1;7;15;1;1;48
4938;12155;4;13;65;1;1;2;1;1;11;181;7;1;7;15;1;5;9
4939;12159;4;6;65;3;1;2;1;1;3224;3;3;1;2;15;1;1;9
4941;12162;4;17;65;1;1;2;1;1;11;174;7;1;1;15;1;4;33
4942;12163;4;16;4;2;1;2;1;1;302;210;4;1;8;18;1;1;21
4943;12164;4;19;4;1;1;1;1;1;304;27;5;1;8;15;1;1;21
4944;12167;4;1;65;2;1;1;1;1;3224;9999;3;1;2;15;1;1;21
4945;12169;4;17;5;1;1;2;1;1;8;456;7;1;7;15;1;1;31
4946;12170;4;18;5;1;1;2;1;1;8;456;7;1;7;15;1;1;21
4947;12171;4;16;5;1;1;2;1;1;8;460;7;1;2;15;1;1;9
4948;12172;4;14;5;1;1;2;1;1;3204;9999;5;1;8;15;1;1;9
4949;12173;4;18;65;1;1;2;1;1;3211;5;6;1;7;14;1;16;3
4950;12174;4;12;5;1;1;2;1;1;3222;12;6;1;7;15;1;1;9
4951;12175;4;18;4;1;1;2;1;1;3111;15;6;1;7;14;1;16;9
4952;12176;4;13;5;1;1;2;1;1;3222;10;6;1;7;15;1;6;21
4953;12177;4;11;5;1;1;2;1;1;3222;9999;5;1;7;14;1;16;31
4954;12180;4;12;5;1;1;2;1;1;8;517;7;1;1;15;1;4;432
4955;12182;4;13;5;1;1;2;1;1;3208;6;6;1;3;15;8;1;82
4956;12183;4;12;5;1;1;2;1;1;3208;3;6;1;7;18;7;11;21
4957;12184;4;12;5;1;1;2;1;1;3208;5;6;1;8;18;7;11;32
4958;12185;4;18;5;1;1;2;1;1;3208;25;6;1;2;15;8;1;9
4959;12186;4;18;5;1;1;2;1;1;3208;15;6;1;2;15;7;1;9
4961;12188;4;18;5;1;1;2;1;1;3208;10;6;1;7;14;1;16;21
4962;12190;4;17;5;1;1;2;1;1;11;189;7;1;7;14;1;16;21
4963;12191;4;3;5;1;1;1;1;1;11;182;7;1;8;13;1;10;21
4964;12192;4;18;5;1;1;2;1;1;3215;9999;5;1;7;14;1;16;21
4965;12193;4;4;65;1;1;1;1;1;11;149;7;1;2;15;8;1;21
4966;12194;4;21;65;1;1;1;1;1;11;164;7;1;7;15;8;16;9
4967;12195;4;22;65;1;1;1;1;1;309;48;7;1;7;15;7;1;46
4968;12196;4;15;65;1;1;2;1;1;309;60;6;1;7;14;1;16;9
4969;12197;4;12;65;1;1;2;1;1;309;62;6;1;7;15;1;1;9
4970;12198;4;12;65;1;1;2;1;1;309;59;6;1;7;15;1;1;21
4971;12199;4;10;65;1;1;2;1;1;309;59;6;1;7;15;1;1;3
4972;12200;4;16;65;1;1;2;1;1;3222;26;6;1;7;15;1;1;38
4973;12201;4;12;65;1;1;2;1;1;3222;9999;5;1;7;15;1;1;38
4974;12205;4;12;65;3;1;2;1;1;3514;9999;4;1;3;15;1;4;9
4975;12206;4;8;65;1;1;2;1;1;308;117;4;1;2;15;1;1;31
4977;12211;4;11;65;1;1;2;1;1;308;117;5;1;2;15;1;1;9
4978;12212;4;11;65;2;1;2;1;1;3224;20;4;1;3;15;1;4;9
4979;12215;4;12;5;2;1;2;1;1;9999;2;4;1;3;15;1;4;9
4980;12216;4;9;65;2;1;2;1;1;3207;9;4;1;3;15;1;4;9
4981;12217;4;18;65;2;1;2;1;1;3207;9;4;1;2;15;1;1;3
4982;12218;4;11;65;2;1;2;1;1;3224;20;4;1;3;15;1;1;9
4983;12219;4;7;65;2;1;2;1;1;3203;22;4;1;7;15;1;4;9
4984;12222;4;23;65;2;1;1;1;1;3203;50;4;1;1;15;1;4;9
4985;12224;4;9;65;1;1;2;1;1;309;72;4;1;3;15;1;4;32
4986;12228;4;18;4;1;1;2;1;1;3105;33;6;1;8;14;1;1;82
4987;12230;4;7;65;1;1;2;1;1;3109;9999;5;1;8;18;1;1;9
4988;12231;4;12;65;1;1;2;1;1;11;170;7;1;2;15;1;1;9
4989;12232;4;13;5;3;1;2;1;1;3215;9999;4;1;3;15;1;4;21
4990;12233;4;12;65;2;1;2;1;1;3209;13;4;1;2;15;1;1;9
4991;12234;4;17;65;1;1;2;1;1;11;174;7;1;3;15;1;4;82
4992;12235;4;17;65;1;1;2;1;1;11;171;7;1;3;14;1;4;9
4993;12236;4;18;65;2;1;2;1;1;3210;9999;4;1;3;15;1;4;9
4994;12237;4;11;65;2;1;2;1;1;3211;18;3;1;8;13;9;10;9
4995;12238;4;12;65;3;1;2;1;1;3228;9999;4;1;3;14;1;4;32
4996;12240;4;18;65;1;1;2;1;1;8;397;7;1;2;15;1;1;31
4997;12241;4;5;65;1;1;1;1;1;309;72;5;1;3;15;1;4;21
4998;12242;4;22;4;1;1;1;1;1;304;127;5;1;2;15;1;1;21
4999;12243;4;14;4;2;1;2;1;1;304;125;5;1;3;15;1;1;341
5000;12244;4;17;4;1;1;2;1;1;304;126;5;1;2;15;1;1;9
5001;12246;4;13;4;1;1;2;1;1;304;6;4;1;8;14;1;1;9
5002;12247;4;0;4;2;1;1;1;1;302;4;4;2;8;18;1;1;21
5003;12248;4;12;4;2;1;2;1;1;304;6;5;1;7;15;7;1;9
5004;12250;4;12;4;2;1;2;1;1;9999;36;5;1;8;14;1;1;38
5005;12251;4;12;4;2;1;2;1;1;3108;20;4;1;3;15;1;1;82
5006;12252;4;12;4;2;1;2;1;1;307;43;5;1;8;15;1;1;38
5007;12253;4;13;4;2;1;2;1;1;307;44;5;1;8;14;1;1;32
5008;12254;4;17;4;2;1;2;1;1;3111;9999;5;1;8;18;1;1;9
5009;12258;4;3;53;1;1;1;1;1;708;65;70;1;8;18;9;1;82
5010;12259;4;0;15;1;1;1;1;1;601;9999;8;1;8;14;4;16;21
5011;12260;4;17;15;1;1;2;1;1;601;156;91;1;7;15;9;8;21
5012;12261;4;15;15;1;1;2;1;1;17;223;6;1;7;15;2;2;9
5013;12262;4;16;15;1;1;2;1;1;19;296;10;1;8;13;7;1;32
5014;12263;4;9;50;1;1;2;1;1;801;71;8;2;8;14;1;16;409
5015;12264;4;22;72;1;1;1;1;1;320;16;7;1;3;15;7;18;9
5016;12265;4;8;50;1;1;2;1;1;803;3;8;2;8;14;1;16;21
5017;12266;4;10;54;1;1;2;1;1;803;15;8;2;8;18;9;18;21
5018;12267;4;8;51;1;1;2;1;1;1;9999;6;1;3;15;5;1;9
5019;12268;4;19;51;1;1;1;1;1;3313;9999;6;1;8;7;7;11;21
5020;12270;4;19;51;1;1;1;1;1;9;10;8;2;2;15;4;1;59
5021;12276;4;10;50;1;1;2;1;1;801;87;7;2;7;14;1;16;71
5022;12277;4;18;50;1;1;2;1;1;801;86;7;2;2;15;4;1;21
5023;12278;4;11;72;1;1;2;1;1;3001;1;8;1;3;14;1;16;9
5025;12282;4;21;72;1;1;1;1;1;3007;9999;9;1;3;15;8;2;59
5026;12283;4;14;72;1;1;2;1;1;3013;9999;12;1;2;15;4;1;32
5027;12284;4;15;72;1;1;2;1;1;3011;9999;14;1;7;15;1;1;342
5028;12286;4;17;72;1;1;2;1;1;3011;9999;14;1;8;14;9;16;38
5029;12288;4;18;72;1;1;2;1;1;3009;3;8;1;2;15;6;1;38
5032;12294;4;18;72;1;1;2;1;1;3009;9999;4;1;2;15;4;1;21
5033;12295;4;21;72;1;1;1;1;1;3011;9999;12;1;3;15;8;7;9
5034;12296;4;21;72;1;1;1;1;1;3011;9999;14;1;3;15;7;2;33
5035;12297;4;2;72;1;1;1;1;1;3011;9999;14;1;8;13;9;1;400
5036;12298;4;11;72;1;1;2;1;1;3013;9999;14;1;2;15;4;1;21
5037;12299;4;22;51;1;1;1;1;1;1;337;7;1;8;14;1;16;38
5038;12300;4;17;51;1;1;2;1;1;1;336;7;1;8;14;1;16;38
5039;12303;4;10;51;1;1;2;1;1;1;339;7;1;8;18;7;18;9
5040;12306;4;22;51;1;1;1;1;1;1;333;7;1;8;18;8;17;21
5041;12309;4;8;72;1;1;2;1;1;3014;8;9;1;2;15;4;1;9
5042;12311;4;0;72;1;1;1;1;1;3014;7;8;1;7;15;4;1;59
5043;12312;4;16;72;1;1;2;1;1;1;377;8;1;7;12;1;5;9
5044;12314;4;17;72;1;1;2;1;1;1;379;80;2;7;15;5;1;3
5046;12318;4;16;72;1;1;2;1;1;3014;6;7;1;7;15;7;8;21
5047;12319;4;20;72;1;1;1;1;1;1;379;8;1;3;15;4;1;71
5048;12321;4;14;72;1;1;2;1;1;1;380;10;1;3;15;7;8;406
5049;12323;4;11;72;1;1;2;1;1;3014;5;7;1;7;12;1;5;341
5051;12326;4;17;54;2;1;2;1;1;1;384;6;1;3;14;3;16;9
5052;12327;4;0;51;1;1;1;1;1;8101;2;11;2;2;15;4;1;400
5053;12328;4;3;50;1;1;1;1;1;801;59;11;2;7;2;9;11;9
5054;12329;4;17;51;1;1;2;1;1;8101;2;11;2;4;15;4;1;9
5055;12330;4;10;71;1;1;2;1;1;9;18;7;2;3;15;8;8;9
5056;12332;4;19;71;1;1;1;1;1;9;20;7;2;2;15;4;1;21
5057;12333;4;15;50;1;1;2;1;1;801;80;8;2;2;15;4;1;9
5058;12334;4;16;50;1;1;2;1;1;801;61;8;2;2;15;4;1;430
5059;12335;4;8;50;1;1;2;1;1;801;63;8;2;8;18;1;18;9
5060;12336;4;18;50;1;1;2;1;1;801;73;8;2;7;15;4;21;9
5061;12337;4;9;50;1;1;2;1;1;801;63;8;2;8;18;1;18;21
5062;12338;4;19;50;1;1;1;1;1;801;77;8;2;2;15;4;1;9
5063;12339;4;21;50;1;1;1;1;1;801;75;8;2;2;15;4;1;21
5064;12340;4;15;71;1;1;2;1;1;9;22;8;1;4;15;3;1;9
5065;12342;4;23;71;1;1;1;1;1;315;8;6;1;2;15;2;1;33
5066;12343;4;9;71;1;1;2;1;1;315;9;8;2;2;15;1;1;9
5067;12344;4;17;71;1;1;2;1;1;9;22;8;1;3;15;4;1;9
5068;12345;4;10;72;1;1;2;1;1;3012;4;14;1;2;15;4;1;32
5069;12346;4;13;72;1;1;2;1;1;320;19;7;1;2;15;4;1;9
5070;12347;4;17;72;1;1;2;1;1;320;14;7;1;2;15;1;1;9
5071;12348;4;15;72;1;1;2;1;1;320;15;7;1;3;15;1;1;82
5072;12349;4;15;72;1;1;2;1;1;320;11;7;1;2;15;4;1;32
5073;12351;4;17;72;1;1;2;1;1;320;11;7;1;3;15;1;2;9
5074;12352;4;17;72;1;1;2;1;1;320;13;7;1;4;15;9;1;9
5075;12353;4;11;72;1;1;2;1;1;320;11;7;1;3;15;2;2;9
5076;12354;4;18;72;1;1;2;1;1;320;21;7;1;2;15;1;1;82
5077;12355;4;17;51;1;1;2;1;1;322;9999;6;1;7;14;4;3;82
5078;12356;4;11;50;1;1;2;1;1;803;6;8;2;8;18;1;18;21
5079;12357;4;12;50;1;1;2;1;1;803;1;8;2;2;15;4;1;82
5080;12358;4;8;50;1;1;2;1;1;803;4;8;2;2;15;4;1;21
