NUM_ACC,MOIS_ACC,HEU_ACC,COD_PRV,COD_ETA_CHA,COD_ETA_SUR,COD_LUM,COD_INT,TYP_LIE_ACC,NUM_ROU,PKM,LAR_CHA,COD_TYP_CHA,COD_TYP_COL,COD_OBS_HRT,COD_POI_CHO,COD_MAN,CIR_ACC
33606,9.0,17,39,1,1,2,1,1,8.0,646.64,7.0,1.0,8.0,18,7.0,18.0,9
33607,9.0,16,39,1,1,2,1,1,8.0,645.3,7.0,1.0,1.0,15,1.0,18.0,9
33608,9.0,19,13,1,1,1,1,1,7311.0,66.2,7.0,1.0,7.0,15,3.0,1.0,33
33609,9.0,12,39,1,1,2,1,1,8.0,637.0,7.0,1.0,8.0,18,7.0,11.0,33
33617,9.0,15,23,1,1,2,1,1,7048.0,16.3,6.0,1.0,1.0,15,1.0,2.0,9
33618,9.0,18,23,1,1,2,1,1,714.0,9.5,6.0,1.0,8.0,13,9.0,1.0,9
33619,9.0,21,23,1,1,1,1,1,7048.0,12.1,5.0,1.0,3.0,15,6.0,5.0,31
33637,9.0,2,23,1,1,1,1,1,802.0,104.2,9.0,2.0,2.0,15,4.0,1.0,36
33638,9.0,16,23,1,1,2,1,1,802.0,116.1,9.0,2.0,7.0,2,9.0,10.0,9
33639,9.0,1,23,1,1,1,1,1,802.0,115.8,9.0,2.0,7.0,2,9.0,10.0,31
33640,9.0,7,23,1,1,2,1,1,802.0,136.8,9.0,1.0,8.0,18,9.0,11.0,9
33641,9.0,18,23,1,1,2,1,1,802.0,162.8,9.0,2.0,8.0,18,9.0,11.0,9
33642,9.0,12,23,1,1,2,1,1,802.0,167.2,10.0,2.0,2.0,15,5.0,1.0,59
33643,9.0,11,23,1,1,2,1,1,802.0,138.5,9.0,2.0,8.0,18,9.0,11.0,9
33644,9.0,14,23,1,1,2,1,1,802.0,145.7,9.0,2.0,1.0,15,1.0,10.0,32
33646,9.0,10,23,1,1,2,1,1,6.0,174.6,8.0,1.0,2.0,15,8.0,1.0,9
33647,9.0,11,23,1,1,2,1,1,6.0,174.6,8.0,1.0,2.0,15,4.0,1.0,3
33648,9.0,15,23,2,1,2,1,1,7049.0,9999.99,7.0,1.0,1.0,15,1.0,4.0,9
33649,9.0,13,23,2,1,2,1,1,7014.0,9999.99,7.0,1.0,8.0,18,9.0,11.0,9
33650,9.0,11,23,1,1,2,1,1,4.0,113.0,8.0,1.0,8.0,14,1.0,16.0,21
33651,9.0,6,23,1,1,2,1,1,4.0,114.2,8.0,1.0,1.0,15,1.0,4.0,439
33654,9.0,9,23,1,1,2,1,1,13.0,232.0,8.0,2.0,8.0,18,9.0,10.0,9
33655,9.0,13,23,1,1,2,1,1,7062.0,1.8,8.0,1.0,3.0,15,8.0,6.0,38
33656,9.0,19,23,1,1,1,1,1,13.0,240.9,8.0,1.0,3.0,15,8.0,1.0,42
33657,9.0,16,23,1,1,2,1,1,7040.0,2.5,8.0,1.0,2.0,15,4.0,1.0,9
33658,9.0,12,23,1,1,2,1,1,13.0,240.5,8.0,1.0,3.0,15,8.0,16.0,3
33659,9.0,16,23,1,1,2,1,1,7062.0,0.5,8.0,1.0,1.0,15,3.0,4.0,38
33660,9.0,15,23,1,1,2,1,1,13.0,232.0,8.0,2.0,8.0,14,1.0,16.0,21
33661,9.0,20,23,1,1,1,1,1,7040.0,2.4,8.0,1.0,8.0,14,4.0,18.0,21
33662,9.0,8,23,2,1,2,1,1,7035.0,9999.99,7.0,1.0,1.0,15,3.0,4.0,21
33666,9.0,15,23,1,1,2,1,1,7058.0,2.5,8.0,1.0,3.0,15,8.0,6.0,21
33667,9.0,8,23,1,1,2,1,1,413.0,82.0,8.0,1.0,8.0,18,9.0,11.0,9
33668,9.0,18,23,1,1,2,1,1,413.0,92.8,8.0,1.0,3.0,15,8.0,1.0,36
33669,9.0,10,23,1,1,2,1,1,705.0,25.0,8.0,1.0,8.0,18,9.0,11.0,9
33670,9.0,12,23,1,1,2,1,1,7021.0,9999.99,8.0,1.0,2.0,15,4.0,20.0,3
33671,9.0,16,23,1,1,2,1,1,7017.0,2.5,8.0,1.0,3.0,15,8.0,6.0,46
33672,9.0,7,23,1,1,2,1,1,6.0,120.4,8.0,1.0,2.0,15,4.0,1.0,9
33673,9.0,15,23,1,1,2,1,1,7001.0,9999.99,7.0,1.0,2.0,15,4.0,1.0,9
33676,9.0,10,23,1,1,2,1,1,6.0,143.6,8.0,1.0,3.0,15,8.0,6.0,9
33677,9.0,20,23,1,1,1,1,1,6.0,148.7,8.0,1.0,3.0,15,8.0,6.0,9
33679,9.0,19,24,1,1,1,1,1,16.0,431.1,7.0,1.0,3.0,15,1.0,1.0,21
33680,9.0,5,24,1,1,1,1,1,2.0,433.4,7.0,1.0,8.0,14,1.0,18.0,9
33681,9.0,6,24,1,1,2,1,1,2.0,421.3,7.0,1.0,8.0,14,1.0,18.0,31
33682,9.0,14,55,1,1,2,1,1,16.0,340.0,7.0,1.0,8.0,18,9.0,11.0,3
33683,9.0,22,55,1,1,1,1,1,505.0,97.7,7.0,1.0,2.0,15,3.0,1.0,9
33684,9.0,19,55,1,1,1,1,1,2.0,368.7,7.0,1.0,8.0,14,1.0,18.0,9
33688,9.0,13,55,1,1,2,1,1,6203.0,2.0,5.0,1.0,2.0,15,3.0,1.0,48
33689,9.0,19,55,1,1,1,1,1,16.0,325.2,6.0,1.0,1.0,15,3.0,4.0,21
33690,9.0,15,55,1,1,2,1,1,610.0,9999.99,5.0,1.0,8.0,14,1.0,18.0,31
33694,9.0,10,24,1,1,2,1,1,16.0,370.0,7.0,1.0,1.0,15,3.0,4.0,36
33699,9.0,10,55,2,1,2,1,1,511.0,58.0,5.0,1.0,1.0,15,1.0,4.0,9
33700,9.0,19,55,1,1,1,1,1,2.0,404.0,7.0,1.0,2.0,15,4.0,1.0,36
33701,9.0,13,55,1,1,2,1,1,508.0,184.8,6.0,1.0,8.0,14,1.0,16.0,9
33705,9.0,0,24,1,1,1,1,1,16.0,417.1,7.0,1.0,8.0,18,2.0,11.0,59
33706,9.0,22,24,1,1,1,1,1,16.0,413.2,7.0,1.0,2.0,15,2.0,1.0,9
33707,9.0,11,24,1,1,2,1,1,16.0,418.8,7.0,1.0,3.0,15,6.0,1.0,32
33708,9.0,12,24,1,1,2,1,1,16.0,415.8,7.0,1.0,2.0,15,1.0,1.0,9
33709,9.0,13,24,1,1,2,1,1,16.0,406.2,7.0,1.0,4.0,15,1.0,1.0,9
33710,9.0,11,24,1,1,2,1,1,2.0,9999.99,7.0,1.0,2.0,15,1.0,1.0,3
33711,9.0,20,24,1,1,1,1,1,16.0,9999.99,7.0,1.0,3.0,15,3.0,1.0,9
33712,9.0,11,24,1,1,2,1,1,19.0,18.0,6.0,1.0,3.0,7,3.0,1.0,9
33714,9.0,16,24,1,1,2,1,1,19.0,19.8,6.0,1.0,4.0,15,4.0,1.0,439
33715,9.0,13,55,1,1,2,1,1,2.0,412.0,7.0,1.0,8.0,14,2.0,1.0,9
33716,9.0,18,24,1,1,2,1,1,19.0,22.2,7.0,1.0,2.0,15,2.0,1.0,31
33717,9.0,16,24,1,1,2,1,1,16.0,9999.99,7.0,1.0,1.0,15,1.0,4.0,9
33721,9.0,20,24,1,1,1,1,1,6209.0,10.5,4.0,1.0,8.0,14,1.0,18.0,3
33722,9.0,12,24,1,1,2,1,1,16.0,386.7,7.0,1.0,1.0,15,1.0,4.0,38
33723,9.0,18,24,1,1,2,1,1,6209.0,7.2,5.0,1.0,1.0,15,1.0,4.0,21
33725,9.0,5,63,1,1,1,1,1,10.0,442.2,6.0,1.0,8.0,13,9.0,11.0,21
33727,9.0,20,63,1,1,1,1,1,12.0,9999.99,6.0,1.0,3.0,15,5.0,12.0,82
33735,9.0,13,63,1,1,2,1,1,704.0,9999.99,7.0,1.0,2.0,15,1.0,1.0,9
33736,9.0,16,63,1,1,2,1,1,10.0,545.5,6.0,1.0,8.0,13,2.0,11.0,9
33737,9.0,20,63,1,1,1,1,1,1500.0,9999.99,4.0,1.0,8.0,13,9.0,11.0,9
33739,9.0,11,63,1,1,2,1,1,113.0,9999.99,6.0,1.0,8.0,15,2.0,16.0,9
33740,9.0,19,63,1,1,1,1,1,113.0,15.5,6.0,1.0,8.0,13,7.0,11.0,9
33741,9.0,11,63,1,1,2,1,1,10.0,538.0,6.0,1.0,8.0,13,3.0,18.0,21
33742,9.0,18,63,1,1,2,1,1,703.0,33.0,7.0,1.0,8.0,12,2.0,11.0,21
33743,9.0,15,13,1,1,2,1,1,9999.0,814.2,6.0,1.0,8.0,13,2.0,1.0,9
33744,9.0,5,13,1,1,1,1,1,9999.0,817.1,6.0,1.0,8.0,13,2.0,11.0,31
33746,9.0,13,25,1,1,2,1,1,1502.0,9999.99,4.0,1.0,8.0,14,2.0,18.0,9
33748,9.0,14,63,1,1,2,1,1,10.0,432.1,6.0,1.0,2.0,15,4.0,1.0,5
33749,9.0,14,63,1,1,2,1,1,10.0,441.2,6.0,1.0,8.0,13,7.0,11.0,21
33750,9.0,11,25,1,1,2,1,1,1501.0,9999.99,4.0,1.0,7.0,15,3.0,8.0,9
33751,9.0,14,25,1,1,2,1,1,1502.0,9999.99,4.0,2.0,8.0,18,8.0,4.0,48
33752,9.0,14,25,1,1,2,1,1,1502.0,9999.99,4.0,1.0,7.0,15,8.0,4.0,21
33753,9.0,2,63,1,1,1,1,1,12.0,9999.99,6.0,1.0,8.0,18,9.0,18.0,31
33754,9.0,13,63,1,1,2,1,1,10.0,496.5,6.0,1.0,4.0,1,9.0,18.0,9
33755,9.0,16,25,2,1,2,1,1,1507.0,35.0,6.0,1.0,7.0,15,7.0,1.0,32
33756,9.0,11,25,1,1,2,1,1,10.0,279.6,9.0,1.0,2.0,15,1.0,18.0,21
33757,9.0,13,25,1,1,2,1,1,9.0,416.9,9.0,1.0,7.0,15,8.0,1.0,3
33758,9.0,1,25,1,1,1,1,1,1506.0,68.3,7.0,1.0,8.0,13,7.0,1.0,32
33759,9.0,18,25,1,1,2,1,1,10.0,369.1,9.0,1.0,7.0,15,7.0,18.0,341
33760,9.0,11,25,1,1,2,1,1,10.0,386.5,9.0,1.0,2.0,15,1.0,1.0,38
33761,9.0,0,25,1,1,1,1,1,10.0,381.13,9.0,1.0,8.0,13,7.0,1.0,9
33762,9.0,22,25,1,1,1,1,1,1506.0,29.5,4.0,1.0,8.0,13,7.0,1.0,42
33764,9.0,19,25,1,1,1,1,1,1510.0,9999.99,7.0,1.0,7.0,15,1.0,1.0,9
33765,9.0,21,25,1,1,1,1,1,9.0,371.5,9.0,1.0,1.0,1,1.0,1.0,48
33766,9.0,9,25,1,1,2,1,1,9.0,385.0,9.0,1.0,8.0,13,7.0,1.0,42
33767,9.0,18,25,1,1,2,1,1,1516.0,9999.99,9.0,1.0,7.0,15,7.0,1.0,38
33768,9.0,9,25,1,1,2,1,1,1516.0,9999.99,8.0,1.0,7.0,15,7.0,1.0,9
33770,9.0,10,25,1,1,2,1,1,9.0,440.2,9.0,1.0,8.0,14,1.0,1.0,33
33771,9.0,5,46,1,1,1,1,1,9.0,598.3,7.0,1.0,8.0,18,2.0,1.0,21
33772,9.0,21,46,1,1,1,1,1,9.0,510.2,6.0,1.0,2.0,15,1.0,1.0,21
33774,9.0,4,46,2,1,1,1,1,108.0,9999.99,4.0,1.0,3.0,15,3.0,1.0,3
33775,9.0,21,46,1,1,1,1,1,12.0,9999.99,6.0,1.0,8.0,13,9.0,1.0,9
33776,9.0,8,46,1,1,2,1,1,12.0,9999.99,6.0,1.0,3.0,15,2.0,13.0,21
33778,9.0,6,56,1,1,2,1,1,802.0,372.8,7.0,1.0,2.0,15,6.0,1.0,9
33779,9.0,23,56,1,1,1,1,1,15.0,101.6,6.0,1.0,8.0,14,1.0,16.0,9
33780,9.0,6,26,1,1,2,1,1,6.0,507.3,7.0,1.0,8.0,14,1.0,18.0,9
33781,9.0,12,47,1,1,2,1,1,6002.0,11.2,7.0,1.0,8.0,13,8.0,10.0,9
33783,9.0,13,49,1,1,2,1,1,802.0,444.7,7.0,2.0,8.0,14,1.0,16.0,31
33784,9.0,9,67,1,1,2,1,1,608.0,9999.99,6.0,1.0,8.0,14,1.0,16.0,9
33786,9.0,20,56,1,1,1,1,1,6.0,371.8,6.0,1.0,4.0,15,7.0,4.0,21
33788,9.0,19,56,2,1,1,1,1,5427.0,7.6,3.0,1.0,8.0,13,7.0,11.0,9
33789,9.0,2,56,1,1,1,1,1,802.0,365.3,7.0,1.0,2.0,15,6.0,1.0,21
33790,9.0,20,56,1,1,1,1,1,6.0,356.2,6.0,1.0,2.0,15,4.0,1.0,9
33791,9.0,5,56,1,1,1,1,1,6.0,355.3,6.0,1.0,7.0,15,8.0,4.0,9
33793,9.0,16,67,1,1,2,1,1,6023.0,9999.99,4.0,1.0,8.0,15,8.0,11.0,21
33794,9.0,18,67,1,1,2,1,1,17.0,95.0,7.0,1.0,8.0,18,9.0,1.0,9
33795,9.0,18,67,1,1,2,1,1,17.0,75.0,8.0,1.0,3.0,15,3.0,1.0,9
33796,9.0,21,67,1,1,1,1,1,606.0,1.5,6.0,1.0,8.0,18,3.0,1.0,9
33797,9.0,19,67,1,1,1,1,1,17.0,78.5,8.0,1.0,8.0,14,1.0,16.0,31
33799,9.0,19,56,1,1,1,1,1,15.0,78.4,7.0,1.0,8.0,13,9.0,10.0,21
33800,9.0,11,56,1,1,2,1,1,15.0,73.0,7.0,1.0,7.0,15,5.0,12.0,21
33801,9.0,10,34,1,1,2,1,1,19.0,90.0,7.0,1.0,8.0,13,8.0,11.0,21
33802,9.0,18,56,1,1,2,1,1,15.0,86.0,7.0,1.0,3.0,15,8.0,12.0,21
33803,9.0,19,56,1,1,1,1,1,15.0,69.4,6.0,1.0,8.0,13,9.0,11.0,71
33804,9.0,17,56,1,1,2,1,1,802.0,329.9,7.0,1.0,2.0,15,4.0,1.0,406
33805,9.0,14,56,1,1,2,1,1,15.0,113.9,6.0,1.0,8.0,15,8.0,18.0,21
33806,9.0,19,56,1,1,1,1,1,6.0,385.9,6.0,1.0,2.0,15,4.0,1.0,9
33807,9.0,20,56,1,1,1,1,1,15.0,93.4,6.0,1.0,2.0,15,4.0,8.0,21
33808,9.0,21,47,1,1,1,1,1,2.0,510.0,7.0,2.0,7.0,15,3.0,1.0,32
33809,9.0,16,47,1,1,2,1,1,2.0,501.4,8.0,2.0,3.0,15,6.0,21.0,21
33810,9.0,12,47,1,1,2,1,1,2.0,501.6,8.0,2.0,7.0,15,7.0,12.0,59
33811,9.0,21,47,1,1,1,1,1,6020.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,9
33818,9.0,13,47,1,1,2,1,1,2.0,521.0,7.0,2.0,7.0,15,8.0,6.0,21
33819,9.0,23,47,1,1,1,1,1,2.0,540.0,7.0,2.0,8.0,13,9.0,11.0,9
33820,9.0,15,47,1,1,2,1,1,6000.0,2.0,7.0,2.0,2.0,15,4.0,1.0,9
33821,9.0,10,47,1,1,2,1,1,2.0,542.0,7.0,2.0,2.0,15,4.0,1.0,9
33823,9.0,9,47,1,1,2,1,1,6010.0,8.3,7.0,1.0,2.0,15,4.0,1.0,21
33824,9.0,15,47,1,1,2,1,1,6010.0,9.3,7.0,1.0,3.0,15,4.0,1.0,9
33826,9.0,15,47,1,1,2,1,1,6010.0,5.0,7.0,1.0,7.0,15,8.0,14.0,21
33827,9.0,16,26,1,1,2,1,1,17.0,13.0,7.0,1.0,8.0,13,1.0,18.0,9
33828,9.0,18,26,1,1,2,1,1,17.0,15.7,7.0,1.0,3.0,15,3.0,1.0,9
33829,9.0,22,67,1,1,1,1,1,6023.0,64.7,7.0,1.0,3.0,15,3.0,1.0,21
33830,9.0,16,26,1,1,2,1,1,17.0,16.5,7.0,1.0,3.0,15,1.0,1.0,9
33831,9.0,16,26,1,1,2,1,1,17.0,5.1,6.0,2.0,3.0,15,6.0,12.0,9
33833,9.0,10,26,1,1,2,1,1,6020.0,6.7,6.0,1.0,8.0,13,9.0,11.0,9
33834,9.0,18,26,1,1,2,1,1,6020.0,5.2,6.0,1.0,8.0,13,9.0,11.0,3
33836,9.0,16,26,1,1,2,1,1,2.0,543.0,8.0,2.0,7.0,13,9.0,6.0,9
33837,9.0,18,26,1,1,2,1,1,2.0,553.1,8.0,1.0,8.0,14,7.0,16.0,9
33838,9.0,18,26,1,1,2,1,1,2.0,543.4,17.0,1.0,7.0,13,9.0,6.0,9
33840,9.0,13,47,1,1,2,1,1,802.0,480.15,7.0,2.0,8.0,3,6.0,10.0,9
33841,9.0,3,49,1,1,1,1,1,802.0,454.8,7.0,2.0,8.0,2,2.0,11.0,9
33842,9.0,0,49,1,1,1,1,1,6.0,470.0,6.0,1.0,8.0,13,9.0,11.0,9
33843,9.0,17,49,1,1,2,1,1,6.0,476.0,7.0,1.0,2.0,15,4.0,1.0,9
33844,9.0,18,49,1,1,2,1,1,6.0,403.4,7.0,1.0,8.0,13,9.0,10.0,36
33845,9.0,22,56,1,1,1,1,1,6.0,400.44,7.0,1.0,8.0,14,1.0,16.0,9
33846,9.0,18,49,1,1,2,1,1,6.0,422.6,7.0,1.0,8.0,13,9.0,11.0,9
33847,9.0,7,67,1,1,2,1,1,607.0,104.0,12.0,1.0,7.0,15,7.0,21.0,21
33848,9.0,12,60,1,1,2,1,1,805.0,283.6,12.0,2.0,8.0,15,4.0,1.0,21
33849,9.0,9,60,1,1,2,1,1,805.0,298.0,12.0,2.0,8.0,14,3.0,16.0,3
33853,9.0,20,73,1,1,1,1,1,403.0,10.4,7.0,1.0,3.0,15,7.0,1.0,31
33854,9.0,22,73,1,1,1,1,1,403.0,5.2,7.0,1.0,3.0,15,7.0,1.0,9
33859,9.0,16,73,1,1,2,1,1,4036.0,4.5,6.0,1.0,8.0,18,7.0,1.0,90
33860,9.0,21,73,1,1,1,1,1,4022.0,9999.99,8.0,2.0,1.0,15,3.0,2.0,9
33864,9.0,19,73,1,1,1,1,1,4036.0,0.7,7.0,1.0,8.0,15,7.0,1.0,9
33865,9.0,18,60,1,1,2,1,1,9999.0,106.2,6.0,1.0,8.0,15,7.0,1.0,9
33866,9.0,10,73,1,1,2,1,1,4036.0,0.5,7.0,1.0,3.0,15,7.0,1.0,31
33867,9.0,22,73,1,1,1,1,1,4042.0,9999.99,6.0,1.0,8.0,18,8.0,1.0,31
33868,9.0,12,73,1,1,2,1,1,4036.0,9999.99,6.0,1.0,1.0,15,1.0,1.0,9
33869,9.0,16,73,1,1,2,1,1,4036.0,9999.99,6.0,1.0,3.0,15,7.0,1.0,32
33870,9.0,20,73,1,1,1,1,1,403.0,12.6,7.0,1.0,8.0,18,8.0,1.0,9
33871,9.0,9,73,1,1,2,1,1,401.0,9.1,16.0,1.0,3.0,15,8.0,4.0,33
33872,9.0,18,73,1,1,2,1,1,401.0,8.0,16.0,1.0,3.0,15,4.0,1.0,5
33873,9.0,1,73,1,1,1,1,1,4016.0,1.1,5.0,1.0,8.0,18,1.0,1.0,21
33874,9.0,8,73,1,1,2,1,1,401.0,10.2,16.0,1.0,3.0,15,5.0,7.0,9
33875,9.0,10,73,1,1,2,1,1,401.0,8.5,16.0,1.0,2.0,15,4.0,1.0,9
33876,9.0,2,60,1,1,1,1,1,805.0,291.4,12.0,1.0,8.0,15,7.0,1.0,40
33877,9.0,9,73,1,1,2,1,1,403.0,5.2,7.0,2.0,3.0,15,7.0,1.0,21
33883,9.0,21,73,1,1,1,1,1,403.0,5.0,7.0,2.0,2.0,15,4.0,1.0,36
33885,9.0,14,74,1,1,2,1,1,4033.0,9999.99,1.0,1.0,3.0,15,6.0,1.0,36
33886,9.0,23,74,1,1,1,1,1,4033.0,9999.99,1.0,1.0,3.0,15,6.0,1.0,3
33888,9.0,8,74,1,1,2,1,1,4033.0,9999.99,1.0,1.0,2.0,15,4.0,1.0,3
33889,9.0,20,60,1,1,1,1,1,9999.0,9999.99,1.0,1.0,8.0,14,8.0,16.0,46
33890,9.0,14,74,1,1,2,1,1,4004.0,9999.99,1.0,1.0,1.0,15,1.0,2.0,71
33891,9.0,20,74,1,1,1,1,1,4033.0,9999.99,1.0,1.0,1.0,15,1.0,2.0,9
33893,9.0,10,74,1,1,2,1,1,4033.0,9999.99,1.0,1.0,1.0,15,1.0,2.0,439
33901,9.0,8,74,1,1,2,1,1,1.0,248.0,14.0,1.0,8.0,15,7.0,1.0,21
33903,9.0,9,74,1,1,2,1,1,1.0,249.1,14.0,1.0,3.0,15,7.0,1.0,9
33904,9.0,17,74,1,1,2,1,1,1.0,252.8,14.0,1.0,3.0,15,7.0,1.0,31
33908,9.0,16,74,1,1,2,1,1,1.0,249.5,14.0,1.0,3.0,15,7.0,1.0,9
33910,9.0,12,60,1,1,2,1,1,805.0,250.2,7.0,2.0,8.0,18,7.0,1.0,46
33911,9.0,15,60,1,1,2,2,1,805.0,254.9,7.0,2.0,8.0,18,7.0,1.0,3
33914,9.0,14,74,1,1,2,1,1,4010.0,2.62,6.0,1.0,8.0,13,9.0,1.0,46
33915,9.0,8,74,1,1,2,1,1,6.0,16.5,7.0,2.0,8.0,13,9.0,1.0,9
33916,9.0,16,74,1,1,2,1,1,6.0,12.0,7.0,2.0,3.0,15,7.0,1.0,9
33933,9.0,23,73,1,1,1,1,1,322.0,61.0,9.0,2.0,7.0,9,1.0,1.0,9
33934,9.0,15,73,1,1,2,1,1,4030.0,9999.99,12.0,1.0,3.0,15,2.0,1.0,9
33935,9.0,18,73,1,1,2,1,1,4030.0,9999.99,12.0,1.0,8.0,14,2.0,16.0,9
33936,9.0,14,73,1,1,2,1,1,1.0,300.0,14.0,1.0,8.0,14,2.0,16.0,9
33937,9.0,19,73,1,1,1,1,1,4001.0,9999.99,12.0,1.0,3.0,15,2.0,1.0,9
33938,9.0,21,73,1,1,1,1,1,4030.0,9999.99,14.0,1.0,8.0,15,2.0,1.0,38
33940,9.0,9,73,1,1,2,1,1,1.0,300.0,14.0,1.0,3.0,15,7.0,1.0,31
33941,9.0,7,73,1,1,2,1,1,1.0,295.2,8.0,1.0,7.0,15,7.0,18.0,9
33942,9.0,19,73,1,1,1,1,1,1.0,297.0,15.0,1.0,7.0,15,7.0,18.0,42
33943,9.0,20,73,1,1,1,1,1,1.0,297.7,15.0,1.0,7.0,15,7.0,18.0,9
33947,9.0,20,73,1,1,1,1,1,1.0,297.0,15.0,1.0,7.0,15,8.0,18.0,32
33950,9.0,12,60,1,1,2,1,1,801.0,16.0,11.0,2.0,8.0,14,9.0,1.0,82
33951,9.0,23,60,1,1,1,1,1,801.0,8.9,11.0,2.0,8.0,18,7.0,1.0,86
33952,9.0,18,60,1,1,2,1,1,801.0,8.5,11.0,2.0,3.0,15,8.0,1.0,9
33957,9.0,22,73,1,1,1,1,1,322.0,70.9,11.0,1.0,8.0,15,7.0,1.0,33
33958,9.0,8,73,1,1,2,1,1,322.0,65.3,12.0,1.0,8.0,7,2.0,1.0,439
33960,9.0,12,73,1,1,2,1,1,322.0,72.6,12.0,1.0,8.0,14,3.0,16.0,32
33961,9.0,2,73,1,1,1,1,1,322.0,68.2,13.0,1.0,8.0,12,2.0,1.0,9
33986,9.0,19,73,1,1,1,1,1,4030.0,3.5,6.0,1.0,2.0,15,4.0,1.0,9
33987,9.0,12,73,1,1,2,1,1,4001.0,4.8,7.0,1.0,3.0,15,7.0,1.0,32
33989,9.0,21,73,1,1,1,1,1,322.0,57.1,7.0,1.0,8.0,15,9.0,1.0,42
33992,9.0,14,68,1,1,2,1,1,201.0,90.0,6.0,1.0,7.0,15,1.0,4.0,9
33993,9.0,21,27,2,1,1,1,1,2313.0,20.0,6.0,1.0,1.0,15,1.0,4.0,3
33994,9.0,15,68,1,1,2,1,1,204.0,80.0,7.0,1.0,7.0,15,8.0,10.0,21
33996,9.0,20,68,1,1,1,1,1,2317.0,9999.99,8.0,1.0,8.0,13,8.0,1.0,21
33997,9.0,9,27,1,1,2,1,1,2300.0,11.0,7.0,1.0,8.0,14,1.0,16.0,9
33998,9.0,21,27,1,1,1,1,1,2306.0,7.6,8.0,1.0,8.0,13,7.0,1.0,9
33999,9.0,10,27,1,1,2,1,1,1.0,560.2,8.0,1.0,5.0,15,3.0,4.0,9
34000,9.0,1,68,1,1,1,1,1,2317.0,9999.99,8.0,1.0,8.0,13,7.0,1.0,9
34001,9.0,20,27,1,1,1,1,1,204.0,8.5,8.0,1.0,1.0,15,3.0,4.0,9
34002,9.0,22,27,1,1,1,1,1,2306.0,65.0,8.0,1.0,2.0,15,4.0,1.0,439
34004,9.0,10,68,1,1,2,1,1,204.0,44.1,7.0,1.0,8.0,18,8.0,1.0,9
34005,9.0,8,27,1,1,2,1,1,2319.0,4.0,4.0,1.0,8.0,18,8.0,1.0,31
34007,9.0,10,68,1,1,2,1,1,2317.0,9999.99,3.0,1.0,7.0,15,4.0,18.0,21
34010,9.0,11,68,1,1,2,1,1,2341.0,25.0,6.0,1.0,7.0,15,1.0,16.0,21
34011,9.0,14,68,1,1,2,1,1,204.0,80.6,7.0,1.0,8.0,14,1.0,16.0,9
34013,9.0,12,68,1,1,2,1,1,204.0,78.6,7.0,1.0,8.0,18,8.0,1.0,31
34014,9.0,18,68,1,1,2,1,1,204.0,68.0,11.0,1.0,7.0,15,7.0,1.0,9
34015,9.0,7,68,1,1,2,1,1,201.0,61.0,6.0,1.0,7.0,16,1.0,16.0,21
34016,9.0,11,68,1,1,2,1,1,201.0,69.1,6.0,1.0,8.0,18,7.0,1.0,3
34017,9.0,12,68,1,1,2,1,1,201.0,68.0,7.0,1.0,7.0,15,4.0,1.0,9
34018,9.0,20,68,1,1,1,1,1,201.0,59.0,6.0,1.0,7.0,15,1.0,9.0,9
34019,9.0,14,68,1,1,2,1,1,204.0,62.0,11.0,1.0,7.0,15,8.0,4.0,46
34020,9.0,20,68,1,1,1,1,1,204.0,62.0,11.0,1.0,7.0,15,4.0,1.0,3
34021,9.0,16,68,1,1,2,1,1,201.0,76.1,6.0,1.0,8.0,18,8.0,1.0,9
34022,9.0,15,27,1,1,2,1,1,301.0,164.8,8.0,1.0,8.0,13,7.0,1.0,341
34023,9.0,0,27,1,1,1,1,1,301.0,164.0,8.0,1.0,3.0,15,7.0,1.0,46
34024,9.0,9,27,1,1,2,1,1,301.0,176.8,5.0,1.0,3.0,15,8.0,7.0,9
34025,9.0,12,27,1,1,2,1,1,301.0,82.9,8.0,1.0,5.0,15,8.0,4.0,9
34027,9.0,20,27,2,1,1,1,1,2313.0,19.1,7.0,1.0,8.0,13,7.0,1.0,21
34028,9.0,17,27,1,1,2,1,1,301.0,79.1,8.0,1.0,2.0,15,6.0,12.0,9
34029,9.0,12,27,1,1,2,1,1,301.0,79.2,8.0,1.0,8.0,14,1.0,16.0,9
34030,9.0,13,27,1,1,2,1,1,301.0,80.2,8.0,1.0,3.0,15,8.0,4.0,9
34032,9.0,1,27,2,1,1,1,1,2313.0,15.6,7.0,1.0,3.0,15,8.0,4.0,9
34034,9.0,12,27,1,1,2,1,1,1.0,563.8,8.0,1.0,3.0,15,8.0,1.0,9
34035,9.0,10,27,1,1,2,1,1,1.0,564.1,8.0,1.0,3.0,15,8.0,1.0,82
34036,9.0,11,27,1,1,2,1,1,1.0,561.8,8.0,1.0,8.0,13,8.0,1.0,32
34038,9.0,21,27,1,1,1,1,1,2323.0,28.5,7.0,1.0,2.0,15,4.0,1.0,9
34039,9.0,9,27,1,1,2,1,1,1.0,584.3,8.0,1.0,3.0,15,8.0,19.0,31
34040,9.0,15,27,1,1,2,1,1,204.0,33.2,8.0,1.0,3.0,15,8.0,1.0,9
34041,9.0,6,27,1,1,2,1,1,204.0,38.6,8.0,1.0,8.0,13,7.0,1.0,9
