Victimes,COD_ETA_CHA,COD_TYP_CHA,COD_TYP_COL,COD_MAN,AGE_CON,TMJA_en_veh_j,POS_ACO_DRO,POS_ACO_GAU,SIG_HOR,SIG_VER,COD_USA_VEH,COD_FAU_NON_CON,age_veh,route_class,Type_veh,Predicted_CLASSE_ISR
10,2,1,1,4,30,4783,1,1,2,2,4,9,37,2,3,4
113,1,1,7,16,27,3996,1,1,1,1,4,9,8,3,1,1
182,1,1,2,1,59,3904,1,1,1,1,0,9,4,1,1,1
38,1,1,1,4,32,10399,1,1,1,1,0,9,13,3,3,1
7,1,1,8,11,63,3317,1,1,1,1,0,9,15,2,3,3
57,1,1,8,1,57,2025,1,1,1,1,0,9,9,1,1,1
6,1,1,2,1,50,4279,1,1,1,1,0,9,8,3,0,3
18,1,1,8,10,47,1863,1,1,1,1,0,9,9,2,3,3
23,1,1,3,18,31,5933,1,1,1,1,9,9,6,3,3,1
19,1,1,2,1,25,2525,1,1,1,1,9,9,4,2,0,3
74,1,1,1,4,45,4045,1,1,1,1,4,9,0,3,3,1
4,1,1,1,4,80,378,1,1,2,2,0,9,20,2,1,4
9,1,1,8,11,46,3423,1,1,1,1,0,9,4,2,3,3
138,1,1,2,1,16,7195,1,1,1,1,0,9,7,1,0,1
52,1,1,2,4,28,11361,1,1,1,2,0,9,13,1,3,1
3,1,1,7,1,36,1233,1,1,2,1,0,9,14,2,3,4
50,1,2,3,1,33,33589,1,1,1,1,1,9,6,1,3,2
459,1,1,3,15,63,20149,1,1,1,1,0,9,1,1,1,1
71,1,1,8,4,21,2787,1,1,1,1,0,9,14,3,3,1
9,1,1,4,1,27,1288,2,1,1,1,9,9,4,1,3,1
297,1,1,2,1,31,16325,1,1,1,1,0,9,1,1,1,1
13,1,1,8,10,53,4443,1,1,1,1,0,9,12,3,3,4
6,1,1,8,1,19,898,1,1,1,1,9,9,0,1,1,4
27,1,1,8,10,31,3677,1,1,2,1,0,9,15,2,3,3
189,1,1,3,18,50,19360,1,1,1,1,0,9,16,1,3,1
11,1,1,2,1,31,2109,1,1,1,1,0,9,10,1,3,1
14,1,1,3,4,52,3433,1,1,1,1,0,9,43,1,3,3
19,1,1,3,4,23,10113,1,1,1,1,4,9,7,1,1,2
7,1,1,7,4,41,2027,1,1,1,1,0,9,5,1,3,4
417,1,1,8,11,30,13321,1,1,2,2,0,9,1,3,1,1
297,1,1,7,1,64,12495,1,1,1,1,0,9,1,1,1,1
36,1,1,2,1,28,7608,1,1,1,1,0,9,13,1,3,1
6,1,1,8,1,44,3373,1,1,1,1,0,9,2,1,3,3
3,1,1,2,1,33,3555,1,1,1,1,0,9,1,3,1,4
4,1,2,2,1,55,10529,1,1,1,1,0,9,1,2,1,3
49,1,1,7,8,48,3878,1,1,1,1,0,9,8,1,3,1
14,1,1,3,6,36,8747,2,2,1,1,9,9,36,1,5,3
444,1,1,2,1,38,13321,1,1,2,2,0,9,11,3,1,1
101,1,1,4,1,34,3594,1,1,1,1,4,9,6,1,3,1
2,1,1,8,1,57,696,1,1,1,1,3,9,13,2,3,4
55,1,1,2,1,23,1491,1,1,1,1,2,9,0,3,4,1
17,1,1,8,10,58,8846,1,1,1,1,0,9,3,1,3,2
262,1,1,2,1,31,16325,1,1,1,1,4,9,23,1,4,1
215,1,2,8,11,34,15818,1,1,1,1,0,9,3,1,1,1
3,1,1,8,1,33,1460,1,1,1,1,4,9,13,1,3,4
12,1,1,2,1,56,8846,1,1,1,1,0,9,18,1,0,1
9,1,1,7,16,32,18946,1,1,1,1,0,9,25,1,3,3
184,1,1,8,10,29,22445,1,1,1,1,0,9,6,1,1,1
60,1,1,8,1,29,2620,1,1,1,1,0,9,0,1,1,1
45,1,1,1,14,54,4152,1,1,1,2,4,9,0,2,1,1
51,1,2,8,4,61,21692,1,1,1,1,0,9,16,1,3,1
11,1,1,3,4,36,5218,1,1,2,2,2,9,0,2,3,4
30,1,1,8,11,60,1530,1,1,2,2,0,9,3,3,1,1
444,1,1,7,6,38,13321,1,1,2,2,0,9,5,3,1,1
8,2,1,8,11,22,1258,1,2,1,1,0,9,5,2,1,4
18,1,1,7,6,37,1297,1,1,1,1,4,9,7,1,3,3
15,1,1,7,16,52,1142,1,1,1,1,1,9,2,3,3,3
25,1,1,3,1,53,5656,1,1,1,1,0,9,5,2,3,3
189,1,1,3,18,18,2231,1,1,1,1,4,9,7,1,1,1
395,1,2,2,1,47,5427,1,1,1,2,0,9,2,2,1,1
74,1,1,3,12,63,4558,1,1,1,2,4,9,15,3,4,1
62,1,1,1,14,22,12248,1,1,1,1,0,9,5,1,1,1
6,1,1,2,1,31,5042,1,1,1,1,4,9,30,3,3,3
417,1,1,2,8,33,13321,1,1,2,2,4,9,6,3,1,1
29,1,1,3,1,31,2104,1,1,1,1,0,9,6,2,3,1
23,1,1,8,10,37,4304,1,1,1,1,0,9,1,1,3,3
13,1,1,1,12,58,2498,1,1,1,1,0,9,6,1,3,3
34,1,1,8,11,18,2965,1,1,1,1,4,9,5,3,5,1
19,1,1,3,14,62,1676,1,1,1,2,1,9,1,3,3,3
189,1,1,3,18,35,19360,1,1,1,1,0,9,16,1,3,1
73,1,1,2,1,45,6729,1,1,1,1,4,9,7,1,3,1
6,1,1,8,10,48,5719,1,1,1,1,4,9,16,1,6,3
120,1,1,2,18,46,8438,1,1,1,1,0,9,3,3,1,1
297,1,2,2,1,28,4893,1,1,1,1,0,9,0,2,3,1
113,1,1,3,13,21,3996,1,1,1,1,4,9,12,3,3,1
6,2,1,8,10,32,2222,1,1,2,2,0,9,15,3,3,4
172,1,1,8,1,20,11361,1,1,2,2,0,9,10,1,1,1
4,1,1,2,1,58,2156,1,1,1,1,2,9,33,1,3,4
11,1,1,4,1,32,973,1,1,1,1,0,9,3,2,1,4
3,1,1,3,1,34,362,1,1,1,1,0,9,24,3,3,4
10,1,1,3,5,33,2764,1,1,2,2,0,9,11,1,3,3
76,1,1,3,12,25,4152,1,1,1,1,0,9,3,2,1,1
66,1,1,3,1,34,5334,1,1,1,1,2,9,0,3,4,1
9,1,1,1,4,51,2818,1,1,1,1,4,9,7,1,3,4
16,1,1,5,10,41,6862,2,2,1,1,4,3,28,1,3,4
215,1,1,3,18,69,5933,1,1,1,1,0,9,10,3,3,1
22,1,1,8,1,58,2440,1,1,1,1,4,9,5,1,3,1
42,1,1,8,13,47,997,1,1,2,2,4,9,3,1,3,3
145,1,1,2,1,64,17543,1,1,1,1,0,9,7,3,3,1
13,1,1,1,1,42,3430,1,1,1,1,4,9,0,3,3,3
7,1,1,7,4,25,655,1,1,2,2,9,9,4,3,1,4
14,1,1,8,10,29,2107,1,1,1,1,4,9,19,1,3,4
105,1,1,2,6,42,8225,1,1,1,1,4,9,10,1,4,1
301,1,1,8,1,22,19345,1,1,1,1,9,9,5,1,5,1
124,1,1,7,1,50,12495,1,1,1,1,0,9,8,1,1,1
12,1,1,8,10,40,2729,2,2,2,1,0,9,9,1,3,4
2,1,1,8,16,41,1221,1,1,2,2,4,9,6,2,3,4
417,1,1,2,1,62,13321,1,1,2,2,0,9,16,3,1,1
107,1,1,3,1,31,10113,1,1,1,1,1,9,6,1,3,1
6,1,1,1,4,40,4587,1,1,1,1,4,9,11,1,3,4
40,1,1,2,16,25,1491,1,1,1,1,0,9,13,3,1,1
3,1,1,8,1,69,2870,1,1,1,1,0,9,3,2,1,3
2,1,1,8,11,42,3651,1,1,2,1,0,9,19,2,3,4
19,1,1,7,1,68,4386,1,1,1,1,0,9,9,1,3,3
459,1,1,3,18,60,2231,1,1,1,1,0,9,10,1,3,1
16,1,1,3,2,62,2821,1,1,1,1,0,9,6,2,3,3
222,1,1,3,6,27,4236,1,1,1,1,1,9,15,3,3,1
6,1,1,3,4,55,2886,1,1,1,1,1,9,25,1,3,4
6,1,1,8,10,32,2675,1,1,1,1,0,9,0,1,1,4
19,1,1,8,11,38,8225,1,1,1,2,0,3,5,1,1,2
14,1,1,7,4,23,1913,1,1,2,2,0,9,0,3,1,1
2,1,1,1,4,67,318,1,1,2,2,3,9,23,2,1,4
5,1,1,8,16,36,1770,1,1,1,2,0,9,13,3,3,4
13,1,1,7,8,61,4587,1,1,1,1,0,9,13,1,0,3
21,1,1,4,1,34,2625,1,1,1,2,9,9,7,3,3,3
255,1,1,3,8,15,12248,1,1,1,1,0,9,0,1,0,1
224,1,1,2,1,54,12495,1,1,1,1,0,9,20,1,3,1
232,1,2,3,1,43,19574,1,1,2,1,0,9,1,2,1,1
53,1,1,3,4,30,3878,1,1,1,1,0,9,8,1,0,1
77,1,1,1,4,27,2832,1,1,2,2,4,9,38,2,3,1
10,2,1,8,1,27,1233,1,1,2,2,0,9,14,2,1,4
23,1,1,8,1,35,4089,1,1,1,1,4,9,4,1,3,3
32,1,1,4,1,49,7481,1,1,1,1,0,9,23,1,3,1
70,1,1,3,4,51,4392,1,1,1,1,0,9,17,1,3,1
19,1,1,8,10,67,3610,1,1,2,1,0,9,14,3,3,3
20,1,1,3,1,42,13940,1,1,1,1,0,9,12,1,1,2
16,1,2,7,12,72,1241,1,1,1,1,0,9,6,2,1,4
112,1,1,3,1,38,9776,1,1,2,2,0,9,1,1,1,1
15,1,2,2,1,25,18481,1,1,2,1,0,9,21,1,1,2
9,1,1,2,1,59,2607,1,1,1,1,0,9,19,3,3,3
9,1,1,3,1,66,3594,1,1,1,1,1,9,29,1,3,3
20,1,1,7,20,41,3677,1,1,2,1,0,9,28,2,3,3
18,1,1,7,1,35,2972,1,1,1,1,0,9,11,1,1,3
90,1,1,8,16,47,3786,1,1,1,1,0,9,7,1,3,1
140,1,1,2,1,41,11512,1,1,1,2,0,9,2,1,1,1
395,1,2,8,1,42,5427,1,1,1,2,4,9,0,2,1,1
45,1,1,2,1,39,4558,1,1,1,2,0,9,1,3,1,1
6,1,1,8,16,45,3743,1,1,1,1,0,9,0,1,3,3
1,1,1,4,1,26,6143,1,1,1,1,0,9,19,1,3,3
120,1,1,3,18,27,8438,1,1,1,1,0,9,15,3,1,1
63,1,1,3,12,49,1710,1,1,1,1,0,9,12,2,3,1
120,1,1,3,1,41,8438,1,1,1,1,4,9,9,3,1,1
116,1,1,3,2,46,23089,1,1,1,1,0,9,7,1,3,2
98,1,1,2,1,24,7730,1,1,1,1,0,9,14,2,3,1
31,1,2,8,1,36,10529,2,2,1,1,1,9,13,2,2,3
140,1,1,3,6,46,11512,1,1,1,2,4,9,27,1,3,1
15,1,1,5,4,43,3350,1,1,1,1,0,9,1,2,3,4
297,1,1,7,9,46,16325,1,1,1,1,0,9,35,1,3,1
59,1,1,1,18,52,3377,1,1,1,1,0,9,12,3,3,1
16,1,1,2,1,70,7761,1,1,2,1,0,9,34,1,3,3
7,1,1,8,10,65,4392,1,1,1,1,0,9,18,1,3,3
29,1,2,5,4,37,4841,1,1,1,1,9,9,10,3,3,3
26,1,1,3,6,63,2368,1,1,1,2,0,9,26,1,3,3
297,1,2,2,1,58,4893,1,1,1,1,0,9,7,2,0,1
16,1,1,3,2,64,7063,1,1,1,1,0,9,4,1,3,2
276,1,1,8,16,22,7549,1,1,1,1,0,9,4,1,1,1
25,1,1,2,1,50,5656,1,1,1,1,0,9,10,2,3,3
69,1,1,8,10,45,3211,1,1,1,1,0,9,11,1,3,1
28,1,1,7,9,30,6143,1,1,1,1,4,9,18,1,3,2
7,1,2,2,1,36,1241,1,1,1,1,0,9,9,2,3,3
14,1,1,2,1,41,1406,1,1,1,1,0,9,1,3,1,3
3,1,1,2,1,57,3594,1,1,1,1,0,9,23,1,3,3
21,1,1,7,1,19,1305,1,1,1,2,9,9,1,3,1,1
17,1,1,1,2,35,7761,1,1,2,1,0,9,2,1,3,2
16,1,1,8,16,69,3433,1,1,1,1,0,9,30,1,3,4
276,1,1,3,1,45,1423,1,1,1,1,0,9,5,1,1,1
29,1,1,3,12,48,2104,1,1,1,1,0,9,22,2,3,1
31,1,1,8,10,62,6020,1,1,1,1,2,9,1,1,6,3
8,1,1,3,12,52,2930,1,1,1,1,9,9,13,1,3,4
29,1,2,7,1,23,11416,1,1,1,1,0,9,9,1,1,2
280,1,1,3,1,25,4893,1,1,2,2,0,9,11,2,3,1
390,1,1,8,11,17,22445,1,1,1,1,0,9,2,1,1,1
72,1,1,2,15,21,4758,1,1,1,1,0,9,3,3,1,1
9,1,1,2,1,41,2607,1,1,1,1,4,9,5,3,3,3
32,1,1,3,8,75,5361,1,1,2,1,0,9,14,2,3,3
19,1,1,2,1,49,4576,1,1,1,1,0,9,23,2,3,1
10,1,1,3,1,28,4383,1,1,1,1,0,9,28,1,3,3
7,1,1,8,1,47,2764,1,1,2,2,0,9,6,1,3,4
6,1,1,2,17,20,7100,1,1,1,1,0,9,3,1,1,4
215,1,1,8,18,45,5933,1,1,1,1,0,9,9,3,1,1
75,1,1,3,1,48,1491,1,1,1,1,0,9,1,3,1,1
13,1,2,7,1,57,31765,1,1,1,1,0,9,20,3,3,2
1,1,1,8,11,61,3019,1,1,2,1,0,9,15,2,3,4
49,1,1,5,14,45,6509,1,1,1,2,4,9,1,1,3,1
37,1,2,8,18,36,4665,1,1,2,2,3,9,0,1,3,3
48,1,1,2,1,48,2025,1,1,1,1,0,9,12,1,1,1
83,1,1,1,14,37,3337,1,1,1,1,4,9,41,1,3,1
14,1,1,7,4,69,1145,1,1,1,1,0,9,9,3,3,1
0,1,1,8,10,31,2449,1,1,1,1,0,9,7,1,1,4
101,1,1,3,1,70,7063,1,1,1,1,2,9,16,1,4,1
8,1,1,7,4,53,3211,1,1,1,1,0,9,30,1,3,4
21,1,1,3,8,46,6020,1,1,2,2,4,9,9,1,3,3
12,1,2,8,10,21,33759,2,2,1,1,0,9,0,1,1,2
4,1,1,3,6,12,5066,1,1,1,1,0,9,2,1,0,4
7,1,1,3,1,32,18946,1,1,1,1,0,9,4,1,1,3
159,1,1,8,11,52,16519,1,1,1,1,4,9,5,1,3,1
3,1,1,3,1,77,3407,1,1,1,1,0,9,22,2,5,3
43,1,1,7,1,47,6874,1,1,1,1,0,9,31,1,3,3
140,1,1,2,1,19,11512,1,1,1,2,4,9,1,1,1,1
13,1,1,1,2,46,2498,1,1,1,1,9,9,1,1,3,3
395,1,2,2,1,27,5427,1,1,1,2,4,9,8,2,3,1
8,1,1,8,11,46,3019,1,1,2,1,0,9,0,2,3,4
0,1,1,1,1,26,372,1,1,2,2,4,9,11,2,3,4
62,1,2,2,1,26,13434,1,1,1,2,1,9,1,1,3,1
33,1,1,4,1,50,7761,1,1,2,1,0,9,15,1,3,3
67,1,1,3,1,42,7358,1,1,1,1,0,9,19,1,3,1
66,1,1,3,1,35,5334,1,1,1,1,2,9,11,3,4,1
9,3,1,3,6,36,2448,1,1,1,1,0,9,15,2,3,3
145,1,1,8,18,67,9074,1,1,1,1,0,9,33,1,3,1
113,1,1,1,4,77,3996,1,1,1,1,0,9,17,3,3,1
114,1,1,3,7,27,15519,1,1,1,1,4,9,1,1,1,1
38,1,1,8,1,26,3057,1,1,1,2,2,9,24,1,4,3
78,1,1,3,7,45,9019,1,1,2,2,9,9,0,3,3,1
9,1,1,8,13,35,4688,1,1,1,1,0,9,6,1,4,3
130,1,1,2,18,39,8438,1,1,1,1,0,9,5,3,3,1
390,1,1,7,8,24,22445,1,1,1,1,4,9,7,1,1,1
159,1,1,8,10,41,4877,1,1,1,1,0,9,24,1,3,1
10,1,1,8,16,20,2426,1,1,1,1,0,9,30,1,3,4
140,1,1,7,1,69,5393,1,1,1,1,0,9,12,1,3,1
12,1,1,1,4,24,1221,1,1,1,1,0,9,1,2,1,4
276,1,1,7,4,63,1423,1,1,1,1,0,9,9,1,3,1
6,1,2,2,1,40,10529,1,1,1,1,0,9,1,2,3,3
105,1,1,3,4,49,7358,1,1,2,2,1,9,14,1,2,1
110,1,1,3,1,73,6509,1,1,1,2,0,9,6,1,3,1
52,1,1,4,1,28,23089,1,1,1,1,2,9,0,1,4,2
16,1,2,8,11,40,1546,1,1,2,1,0,9,13,2,1,4
297,1,2,3,1,44,4893,1,1,1,1,4,9,7,2,1,1
15,1,1,8,16,43,3377,1,1,1,1,0,9,0,3,1,1
99,1,1,3,2,19,6401,1,1,1,1,4,9,7,2,3,1
16,1,1,5,10,43,6862,2,2,1,1,0,9,10,1,3,4
82,1,1,1,4,32,7608,1,1,1,1,1,9,5,1,3,1
172,1,1,2,1,28,11361,1,1,2,2,0,9,3,1,3,1
200,1,1,2,6,23,12383,1,1,1,1,4,9,2,1,1,1
224,1,1,7,15,36,22445,1,1,1,1,0,9,21,1,3,1
27,1,1,7,16,64,5218,1,1,2,2,4,9,43,2,3,3
5,1,1,2,1,70,3651,1,1,2,1,0,9,10,2,3,4
12,1,1,3,14,37,4873,1,1,1,1,0,9,28,1,3,1
255,1,2,3,9,41,12248,1,1,1,1,0,9,14,1,1,1
15,1,1,8,18,18,2675,1,1,1,2,0,9,36,1,1,4
297,1,2,2,1,34,4893,1,1,1,1,4,9,0,2,1,1
11,1,1,8,16,66,1662,1,1,1,1,2,9,1,2,1,4
106,1,1,1,6,44,4248,1,1,1,2,0,9,15,3,1,1
75,1,1,1,4,49,1491,1,1,1,1,0,9,0,3,1,1
16,1,1,8,18,30,2652,1,1,1,1,0,9,24,2,5,3
12,1,1,1,4,75,4556,1,1,1,1,0,9,11,1,3,3
11,1,1,4,1,32,973,1,1,1,1,0,9,1,2,1,4
35,1,1,3,4,48,3743,1,1,1,1,9,9,0,1,3,1
58,1,1,8,1,53,9443,1,1,1,2,0,9,22,1,3,1
2,1,1,7,11,34,1401,1,1,1,1,9,9,5,2,1,4
9,1,1,7,4,40,2631,1,1,2,2,0,9,24,1,3,4
224,1,1,7,6,42,22445,1,1,1,1,0,9,12,1,3,1
6,1,1,2,1,52,2818,1,1,1,2,2,9,6,1,4,4
232,1,2,2,21,38,19574,1,1,1,1,4,9,12,2,3,1
11,1,1,7,1,35,920,1,1,1,1,0,9,10,1,3,4
24,1,1,3,14,63,3423,1,1,1,2,0,9,11,2,3,1
17,1,1,1,1,71,670,1,1,1,1,0,9,28,2,3,4
149,1,1,3,1,22,4558,1,1,1,1,0,9,1,3,1,1
50,1,1,2,1,46,4315,1,1,1,2,3,9,10,1,3,1
3,1,1,3,6,58,3557,1,1,1,1,0,9,17,1,3,4
299,1,1,2,1,28,6401,1,1,1,1,0,9,1,2,1,1
46,1,1,8,16,25,21692,1,1,1,1,0,9,15,1,3,1
9,1,1,2,1,22,2413,1,1,1,1,0,9,4,1,1,3
9,1,1,2,11,26,4558,1,1,1,2,0,9,15,3,3,4
12,1,1,5,1,60,7195,1,1,1,2,0,9,14,1,3,3
120,1,1,8,11,35,9019,1,1,2,2,0,9,1,3,1,1
182,1,1,2,1,27,3904,1,1,1,1,0,9,5,1,3,1
131,1,1,2,1,14,7063,1,1,1,1,0,9,3,1,0,1
13,1,2,2,21,38,11416,1,1,1,1,0,9,18,1,1,1
15,1,1,7,4,35,2322,1,1,1,2,0,9,32,3,3,3
117,1,1,4,1,64,23089,1,1,1,1,0,9,2,1,3,1
10,1,1,3,12,26,8225,1,1,1,1,0,9,1,1,1,2
390,1,1,2,1,36,22445,1,1,1,1,0,9,2,1,1,1
36,1,1,3,18,28,5384,1,1,1,1,9,9,1,3,1,1
6,1,1,3,2,22,792,1,1,1,1,0,9,7,3,3,4
145,1,1,3,12,26,17543,1,1,1,1,0,9,1,3,1,1
120,1,1,7,8,31,9019,1,1,2,2,0,9,9,3,3,1
189,1,1,2,1,34,19360,1,1,1,1,0,9,0,1,3,1
45,1,1,2,1,17,4152,1,1,1,2,0,9,1,2,1,1
101,1,1,8,10,17,13948,1,1,1,1,4,9,12,1,1,1
10,1,1,4,2,40,1297,1,1,1,1,4,9,0,1,3,4
45,1,1,3,1,30,4152,1,1,1,2,0,9,2,2,1,1
52,1,1,8,1,34,4426,1,1,1,1,4,9,13,2,3,1
25,1,1,1,4,59,66146,2,2,1,1,4,9,17,1,3,1
15,1,1,3,12,32,3973,1,1,1,1,0,9,24,2,3,3
16,1,1,1,14,28,3423,1,1,1,2,4,9,7,2,3,3
9,1,1,4,1,26,4152,1,1,1,1,0,9,5,2,3,1
13,1,1,7,18,53,4865,1,1,1,1,0,9,8,1,3,1
165,1,2,2,1,28,33589,2,2,1,1,4,9,4,1,3,1
222,1,1,8,16,38,4236,1,1,1,1,0,9,38,3,3,1
395,1,2,2,1,37,5427,1,1,1,2,1,9,6,2,3,1
3,1,1,8,11,29,775,1,1,2,1,1,9,10,2,3,4
10,1,1,8,16,25,3743,1,1,1,1,4,9,4,1,3,4
14,1,1,7,1,58,3506,1,1,1,1,0,9,17,3,3,1
200,1,1,1,4,23,12383,1,1,1,2,4,9,1,1,1,1
101,1,1,4,1,34,3594,1,1,1,1,4,9,8,1,3,1
11,1,2,2,1,41,33589,1,1,1,1,0,9,16,1,1,3
459,1,1,3,18,36,2231,1,1,1,1,4,9,9,1,3,1
13,1,1,3,21,47,1501,1,1,1,1,0,9,33,1,3,3
299,1,1,2,21,40,6401,1,1,1,1,1,9,8,2,3,1
2,1,1,8,11,18,3812,1,1,1,1,4,9,4,1,1,4
126,1,2,7,14,28,4893,1,1,1,1,4,9,0,2,1,1
7,1,1,8,1,27,1178,1,1,1,1,4,9,4,1,3,4
149,1,1,7,10,45,9157,2,2,2,2,0,3,12,1,3,1
3,1,1,1,4,24,1507,1,1,1,1,0,9,0,2,1,4
297,1,1,1,4,30,16325,1,1,1,1,4,9,12,1,3,1
459,1,1,3,4,23,2231,1,1,1,1,0,9,0,1,1,1
74,1,1,1,14,47,4558,1,1,1,1,0,9,8,3,1,1
215,1,1,8,18,39,5933,1,1,1,1,0,9,3,3,3,1
33,1,1,2,1,25,2498,1,1,1,1,0,9,4,1,1,1
62,1,1,3,2,33,12248,1,1,1,1,2,9,13,1,4,1
40,1,1,3,2,44,5656,1,1,1,1,4,9,3,2,3,1
51,1,1,7,1,59,18976,1,1,1,1,0,9,1,1,3,1
57,1,1,5,2,70,23089,1,1,1,1,0,9,20,1,3,2
114,1,2,3,21,37,15519,1,1,1,1,0,9,13,1,3,1
3,1,1,8,16,33,1213,1,1,1,1,0,9,14,1,3,4
77,1,1,2,1,32,6086,1,1,1,1,1,9,5,1,3,1
6,1,1,1,4,51,2775,1,1,1,1,1,9,0,1,3,3
13,1,1,2,10,44,5515,1,1,1,1,0,9,1,1,1,3
22,1,1,7,10,34,1710,1,1,1,1,0,9,6,2,1,3
12,1,1,2,1,33,2525,1,1,2,1,0,9,11,2,3,3
4,1,1,8,1,46,4735,1,1,1,1,0,9,5,1,1,3
8,1,1,8,10,33,4152,1,1,1,2,4,9,19,2,3,4
97,1,1,2,1,36,3037,1,1,1,2,0,9,3,2,3,1
37,1,1,3,1,66,2620,1,1,1,1,0,9,16,1,0,1
83,1,1,2,1,67,3423,1,1,1,2,0,9,10,2,5,1
159,1,1,3,4,29,2598,1,1,2,2,0,9,8,1,3,1
3,2,1,3,1,19,2601,1,1,2,2,0,9,6,2,1,4
9,1,1,1,4,43,1501,1,1,1,1,9,9,6,1,3,4
26,1,1,2,1,57,5384,1,1,2,2,0,9,0,3,1,1
127,1,2,4,1,59,5427,1,1,1,2,0,9,2,2,3,1
22,1,1,8,19,30,8747,2,2,1,1,1,9,8,1,2,2
21,1,1,3,16,28,4279,1,1,1,1,0,9,3,3,1,1
22,1,1,1,4,26,5393,1,1,1,1,4,9,11,1,3,1
241,1,1,2,1,32,17543,1,1,1,1,0,9,1,3,1,1
5,2,1,1,4,42,2222,1,1,2,2,0,9,12,3,0,4
7,1,1,8,16,73,7100,1,1,1,1,0,9,22,1,3,3
215,1,2,2,1,23,15818,1,1,1,1,0,9,0,1,1,1
33,1,1,3,4,35,5952,1,1,1,1,4,9,3,1,3,1
9,1,1,8,11,29,1083,1,1,1,1,4,9,0,1,3,4
158,1,1,7,5,68,3602,1,1,1,1,0,9,4,3,3,1
11,1,1,2,1,41,2109,1,1,1,1,0,9,14,1,3,1
28,1,1,2,1,41,5811,1,1,1,1,4,9,0,2,1,3
38,1,1,2,1,52,10399,1,1,1,1,4,9,7,3,3,1
459,1,1,2,1,41,20149,1,1,1,1,1,9,2,1,3,1
101,1,1,2,1,42,7063,1,1,1,1,0,9,18,1,3,1
64,1,2,8,1,53,33759,1,2,1,1,0,9,10,1,3,2
8,1,1,7,4,37,3175,1,1,1,1,0,9,1,2,1,3
19,1,1,8,11,32,2525,1,1,1,1,0,9,2,2,1,3
1,1,1,8,10,25,4773,1,1,2,2,4,9,3,2,3,4
9,1,1,7,4,40,1083,1,1,1,1,0,9,30,1,3,4
101,1,1,4,1,30,3594,1,1,1,1,4,9,18,1,3,1
22,1,2,2,1,33,20149,1,1,1,1,0,9,15,1,1,2
86,1,1,3,12,31,4152,1,1,1,1,0,9,7,2,3,1
9,1,1,7,1,70,3602,1,1,1,1,0,9,4,3,1,3
89,1,1,1,18,28,16667,1,1,2,2,0,9,3,3,1,1
3,1,1,1,2,59,3057,1,1,1,1,0,9,5,1,3,4
3,1,1,8,10,29,2449,1,1,2,2,4,9,2,1,6,4
139,1,1,2,2,43,4386,1,1,1,1,0,9,13,1,3,1
125,1,1,3,11,55,4877,1,1,1,1,0,9,1,1,3,1
9,1,1,3,16,45,2151,1,1,2,1,0,9,30,2,3,4
55,1,1,8,1,49,2448,1,1,1,1,1,9,4,2,3,1
5,1,1,7,10,52,850,1,1,2,2,0,9,10,2,3,4
172,1,1,2,1,21,11361,1,1,2,2,0,9,8,1,1,1
131,1,1,3,16,22,7063,1,1,1,1,1,9,5,1,3,1
297,1,1,3,6,27,16325,1,1,1,1,4,9,6,1,1,1
6,1,1,3,1,47,1511,1,1,1,1,2,9,1,1,4,4
28,1,1,8,16,29,8225,1,1,1,1,4,9,17,1,3,1
200,1,1,3,12,19,12383,1,1,1,1,4,9,2,1,3,1
59,1,1,8,10,36,3108,1,1,1,1,0,9,15,2,3,1
101,1,1,8,10,34,7063,1,1,1,1,0,3,19,1,3,1
6,1,1,1,4,44,5719,1,1,1,1,0,9,17,1,3,1
17,1,1,1,1,49,670,1,1,1,1,0,9,11,2,3,4
232,1,2,2,1,55,19574,1,1,1,1,0,9,27,2,3,1
232,1,1,2,1,20,19574,1,1,1,1,0,9,1,2,1,1
22,1,1,2,1,49,3116,1,1,1,1,1,9,4,1,3,3
104,1,1,7,2,50,5361,1,1,2,1,0,9,8,2,5,1
262,1,1,2,1,28,16325,1,1,1,1,0,9,1,1,1,1
15,1,2,2,1,34,33589,1,1,1,1,4,9,18,1,3,3
5,1,1,2,1,33,10976,1,1,1,1,0,9,3,1,3,4
459,1,1,3,18,47,20149,1,1,1,1,0,9,15,1,3,1
5,1,1,2,1,21,5361,1,1,2,1,4,9,35,2,3,4
112,1,1,8,16,23,15315,1,1,2,2,0,9,9,1,1,1
297,1,1,7,1,36,16325,1,1,1,1,0,9,0,1,1,1
7,1,1,8,10,43,1126,1,1,2,2,0,9,14,3,3,4
215,1,2,2,1,59,15818,1,1,1,1,0,9,2,1,1,1
7,2,1,8,1,35,2809,2,2,1,2,4,9,6,2,3,1
297,1,1,2,1,25,16325,1,1,1,1,0,9,1,1,1,1
5,2,1,3,4,72,2222,1,1,2,2,0,9,15,3,3,4
9,1,1,2,1,19,3113,1,1,1,2,0,9,3,2,1,4
14,1,1,3,2,50,1870,1,1,1,1,0,9,10,2,3,3
218,1,1,3,6,20,11512,1,1,1,2,0,9,1,1,1,1
23,1,1,7,4,48,17384,1,1,1,1,9,9,5,1,3,2
17,1,1,8,11,30,3394,1,1,2,1,0,9,8,1,1,3
27,1,1,3,4,27,7730,1,1,1,1,4,9,15,2,3,1
6,1,1,8,1,24,1213,1,1,1,1,4,9,4,1,3,4
76,1,1,8,11,38,7761,1,1,2,1,0,9,15,1,3,1
