Victimes,COD_ETA_CHA,COD_TYP_CHA,COD_TYP_COL,COD_MAN,AGE_CON,TMJA_en_veh_j,POS_ACO_DRO,POS_ACO_GAU,SIG_HOR,SIG_VER,COD_USA_VEH,COD_FAU_NON_CON,age_veh,route_class,Type_veh,Predicted_CLASSE_ISR
31,1,1,1,2,58,7761,2,1,2,1,4,9,11,1,3,1
5,1,1,1,21,41,1498,1,1,1,1,0,9,23,2,3,4
85,1,1,2,1,32,3904,1,1,1,1,9,9,2,1,1,1
395,1,2,8,16,57,5427,1,1,1,2,4,9,2,2,3,1
18,1,1,3,18,27,4155,1,1,2,2,0,9,8,1,0,3
9,1,2,2,1,32,14735,1,1,1,1,0,9,10,1,3,3
189,1,1,2,18,60,19360,1,1,1,1,0,9,3,1,3,1
3,1,1,3,4,19,15371,1,1,1,1,0,9,36,1,3,4
42,1,1,1,2,32,997,1,1,2,2,0,9,9,1,3,3
34,1,1,8,18,31,31765,1,1,1,1,0,9,13,3,3,1
158,1,1,2,1,34,6503,1,1,2,2,0,9,9,3,3,1
63,1,1,2,1,48,3037,1,1,1,2,0,9,4,2,1,1
105,1,1,8,19,47,8225,1,1,1,2,4,9,0,1,3,1
12,1,2,2,1,20,3698,1,1,1,1,0,9,8,2,1,3
255,1,2,8,18,26,12248,1,1,1,1,0,9,15,1,1,1
105,1,1,2,1,24,4386,1,1,2,2,0,9,2,1,1,1
3,1,2,2,1,55,10170,1,1,1,1,2,9,4,2,4,3
16,1,1,3,2,75,7361,1,1,1,1,0,9,18,1,3,2
5,1,1,2,1,14,3137,1,1,1,1,0,9,3,1,0,3
69,1,1,8,16,29,19345,1,1,2,2,0,9,0,1,1,1
241,1,1,2,1,29,17543,1,1,1,1,0,9,1,3,3,1
61,1,1,3,1,65,3815,1,1,2,1,0,9,22,1,3,1
28,1,1,8,1,25,1884,1,1,1,1,4,9,5,3,3,1
158,1,1,3,1,34,6503,1,1,2,2,0,9,4,3,3,1
10,1,1,8,16,39,7549,1,1,1,1,9,9,3,1,3,2
1,1,1,8,11,25,1498,1,1,1,1,0,9,13,2,3,4
69,1,1,2,1,45,3973,1,1,1,2,4,9,0,2,3,1
25,1,1,1,14,34,6509,1,1,1,1,0,9,7,1,1,1
8,1,1,1,4,42,4873,1,1,1,1,0,9,22,1,3,4
303,1,1,2,6,33,12383,1,1,1,2,0,9,16,1,3,1
395,1,2,8,11,27,5427,1,1,1,1,4,3,1,2,3,1
50,1,1,2,1,28,10113,2,1,1,1,4,9,1,1,1,1
14,1,1,7,1,66,3602,1,1,1,1,0,9,16,3,1,1
65,1,1,3,4,34,7730,1,1,1,1,2,9,8,2,4,1
72,1,1,7,4,34,5393,1,1,1,1,2,9,4,1,1,1
42,1,1,8,1,51,997,1,1,1,1,0,9,6,1,1,3
48,1,2,8,10,45,1546,1,1,1,1,0,9,1,2,1,1
26,1,1,7,1,32,2620,1,1,1,1,0,9,5,1,1,2
100,1,1,7,4,51,8588,1,1,1,1,0,9,35,1,3,1
22,1,1,8,1,54,3116,1,1,1,1,0,9,5,1,3,1
297,1,1,2,1,28,16325,1,1,1,1,0,9,10,1,3,1
20,1,1,1,14,29,3224,1,1,1,2,0,9,3,1,1,1
112,1,1,3,1,65,5393,1,1,1,2,0,9,0,1,1,1
22,1,1,3,1,61,5898,1,1,1,1,0,9,30,1,3,3
44,1,1,2,18,43,5924,1,1,1,1,9,9,11,1,2,1
33,1,1,3,1,61,5656,1,1,1,1,0,9,2,2,3,3
5,1,1,8,11,50,2259,1,1,2,1,4,9,4,2,3,4
14,1,1,7,4,38,1863,1,1,1,1,0,9,11,2,3,3
104,1,2,2,1,52,12383,1,1,1,1,0,9,21,1,3,1
105,1,1,8,16,26,7358,1,1,1,1,0,9,1,1,1,1
18,1,1,7,1,15,706,1,1,2,2,0,9,1,3,1,3
130,1,1,3,18,22,8438,1,1,1,1,0,9,2,3,1,1
4,1,1,8,11,44,4211,1,1,1,2,0,9,8,1,3,4
18,1,1,2,18,23,3175,1,1,1,1,0,9,8,2,1,1
140,1,1,2,1,34,5393,1,1,1,1,0,9,12,1,3,1
459,1,1,3,18,37,20149,1,1,1,1,4,9,14,1,3,1
8,1,1,7,16,40,2269,1,1,1,1,0,9,19,1,3,4
25,1,1,3,1,52,2960,1,1,1,1,0,9,1,1,3,3
5,1,1,1,4,55,564,1,1,1,1,0,9,32,3,4,4
75,1,1,3,1,70,3037,1,1,1,2,0,9,21,2,3,1
79,1,1,8,11,30,2498,1,1,1,1,0,9,1,1,1,1
16,1,1,3,3,46,648,1,1,1,1,0,9,10,2,0,3
86,1,1,2,1,38,2598,1,1,1,1,1,9,5,1,3,1
89,1,1,4,18,44,16667,1,1,2,2,4,9,0,3,3,1
41,1,1,8,18,27,10568,1,1,1,1,0,9,10,1,3,1
7,1,1,3,6,64,4235,1,1,1,1,0,9,10,3,3,4
25,1,1,8,10,48,4152,1,1,1,2,4,9,12,2,3,3
26,1,1,2,1,26,2620,1,1,1,1,0,9,15,1,1,1
15,1,1,8,16,79,2620,1,1,1,1,0,9,15,1,3,4
5,1,1,8,16,43,2951,1,1,1,1,4,9,2,3,3,3
50,1,1,8,18,49,5384,1,1,1,1,0,9,13,3,1,1
12,1,1,3,18,55,2675,1,1,1,1,1,9,29,1,3,4
60,1,1,1,4,59,3568,1,1,1,1,0,9,8,1,0,1
15,1,1,3,2,39,4443,1,1,1,1,0,9,19,3,3,3
5,1,1,8,16,33,2873,1,1,1,2,0,9,19,2,3,4
20,1,1,3,1,55,13940,1,1,1,2,0,9,17,1,3,2
3,1,1,8,1,53,673,1,1,1,1,3,9,22,3,3,4
11,1,1,8,18,30,928,1,1,1,1,0,9,1,3,1,4
215,1,1,3,18,57,5933,1,1,1,1,0,9,7,3,1,1
14,1,1,2,1,22,3433,1,1,1,1,9,9,1,1,3,4
174,1,2,8,18,60,11378,1,1,2,2,0,9,20,1,3,1
11,1,1,8,11,59,4315,1,1,1,1,0,9,19,1,3,3
231,1,1,7,1,62,9827,1,1,1,1,0,9,4,1,1,1
61,1,2,4,18,20,11378,1,1,2,2,0,9,21,1,3,1
6,1,2,8,10,31,4534,1,1,1,1,0,9,3,2,3,4
3,1,1,8,18,29,4937,1,1,1,1,4,9,3,1,3,4
18,1,1,3,6,66,3634,1,1,1,1,0,9,8,2,1,1
23,1,1,7,4,42,6179,1,1,1,1,4,9,12,1,3,1
444,1,1,8,16,19,13321,1,1,2,2,0,9,4,3,1,1
5,1,1,8,1,37,4383,1,1,1,1,1,9,5,1,3,3
53,1,1,7,7,33,3878,1,1,2,2,0,9,19,1,3,1
22,1,1,3,14,20,1676,1,1,1,2,4,9,7,3,1,1
13,1,1,8,18,24,2498,1,1,1,1,0,9,3,1,3,4
99,1,1,3,14,26,2873,1,1,1,2,0,9,1,2,1,1
72,1,1,3,1,20,4758,1,1,1,1,0,9,10,3,1,1
8,1,1,4,1,26,2960,1,1,1,1,4,9,30,1,3,3
303,1,1,3,13,52,11512,1,1,1,1,0,9,5,1,1,1
15,1,2,2,1,29,7830,1,1,1,1,0,9,10,1,3,1
34,1,1,8,16,59,4678,1,1,1,1,0,9,2,1,3,1
22,1,1,3,12,50,3108,1,1,1,1,0,9,27,2,3,3
44,1,1,1,4,33,3594,1,1,1,1,0,9,15,1,3,1
6,1,1,8,1,23,3599,1,1,1,1,0,9,0,1,1,3
1,1,1,3,1,24,7507,1,1,1,1,4,9,2,1,3,4
215,1,2,2,20,42,15818,1,1,1,1,0,9,3,1,1,1
74,1,1,3,6,60,4558,1,1,1,1,0,9,1,3,3,1
21,1,1,2,1,39,4039,1,1,1,1,0,9,9,2,1,1
128,1,1,3,1,45,2960,1,1,1,1,4,9,7,1,3,1
72,1,1,2,1,57,2620,1,1,1,1,0,9,7,1,3,1
152,1,2,2,1,23,15818,1,1,1,1,4,9,0,1,3,1
97,1,1,8,16,37,8438,1,1,1,1,9,9,7,3,1,1
33,1,1,2,1,55,2873,1,1,1,2,0,9,15,2,5,3
444,1,1,1,1,23,13321,1,1,2,2,4,9,7,3,3,1
77,1,1,3,1,22,16519,1,1,1,1,0,9,5,1,1,1
19,1,1,8,16,34,5656,1,1,2,2,4,9,7,2,4,1
26,1,1,2,1,71,5384,1,1,2,2,0,9,14,3,0,1
170,1,2,4,1,58,5427,1,1,1,2,0,9,1,2,3,1
3,1,1,2,1,61,3594,1,1,1,1,0,9,23,1,3,3
9,1,2,2,21,60,10529,1,1,1,1,2,9,21,2,6,1
32,1,1,3,14,34,11490,1,1,1,2,4,9,11,2,4,1
80,1,1,2,1,33,11490,1,1,1,2,0,9,3,2,3,1
395,1,2,3,6,20,5427,1,1,1,1,0,9,1,2,1,1
28,1,1,8,16,30,17384,1,1,1,1,9,9,0,1,4,1
107,1,1,2,1,45,10113,1,1,1,1,0,9,1,1,3,1
11,1,2,3,21,44,5066,1,1,2,2,2,9,26,1,6,3
102,1,1,3,6,72,4236,1,1,1,1,0,9,8,3,0,1
5,1,1,1,4,22,962,1,1,1,1,0,9,8,2,1,3
362,1,1,1,4,31,12495,1,1,1,1,0,9,1,1,3,1
6,1,1,3,1,60,11361,1,1,1,1,0,9,15,1,3,2
4,1,1,8,1,47,295,1,1,1,1,0,3,32,2,3,4
5,1,1,2,1,28,3377,1,1,1,1,0,9,3,3,1,4
57,1,1,2,1,58,7481,1,1,1,1,0,9,25,1,3,1
459,1,1,3,18,61,20149,1,1,1,1,0,9,19,1,3,1
174,1,2,2,18,51,4155,1,1,2,2,0,9,19,1,3,1
276,1,1,8,16,33,7549,1,1,1,1,0,9,1,1,1,1
200,1,1,3,16,48,12383,1,1,1,2,0,9,12,1,5,1
301,1,1,3,1,48,19345,1,1,1,1,9,9,2,1,3,1
280,1,1,7,15,46,4893,1,1,2,2,0,9,8,2,3,1
7,1,1,8,11,36,3037,1,1,1,1,0,9,27,2,3,3
10,1,1,8,1,40,1276,1,1,1,1,4,9,3,1,3,4
125,1,1,3,4,31,4877,1,1,1,1,4,9,2,1,3,1
140,1,1,3,6,60,11512,1,1,1,2,0,9,21,1,1,1
189,1,1,7,18,28,19360,1,1,1,1,0,9,30,1,3,1
362,1,1,7,1,52,4587,1,1,1,1,0,9,13,1,3,1
77,1,1,7,1,38,3996,1,1,1,1,1,9,5,3,3,1
63,1,1,2,1,18,3037,1,1,1,2,4,9,0,2,1,1
417,1,1,8,1,43,13321,1,1,2,2,0,9,4,3,1,1
16,1,1,2,1,43,7361,1,1,1,1,0,9,8,1,3,2
34,1,1,8,11,23,2775,1,1,1,1,4,9,9,1,3,1
232,1,1,1,5,38,19574,1,1,1,1,0,9,6,2,1,1
224,1,1,7,16,41,22445,1,1,1,1,4,9,9,1,3,1
444,1,1,1,4,38,13321,1,1,2,2,0,9,31,3,3,1
9,1,1,1,2,43,1219,1,1,1,1,9,9,7,3,3,4
215,1,1,2,18,18,15818,1,1,1,1,0,9,3,1,0,1
75,1,1,3,1,51,3037,1,1,1,2,0,9,2,2,1,1
12,1,1,3,4,23,2510,1,1,1,1,9,9,9,1,1,3
11,1,1,3,12,25,11490,1,1,1,1,0,9,5,2,1,2
71,1,2,3,4,33,5871,1,1,1,1,0,9,15,2,1,1
231,1,1,3,8,55,15315,1,1,1,1,0,9,12,1,3,1
215,1,2,7,6,67,15818,1,1,1,1,0,9,1,1,1,1
299,1,1,1,2,32,6401,1,1,1,1,0,9,2,2,1,1
33,1,1,8,18,31,2498,1,1,1,1,0,9,14,1,3,1
7,1,1,3,6,57,8747,2,2,1,1,1,9,9,1,3,3
459,1,1,2,1,19,2231,1,1,1,1,4,9,16,1,3,1
25,1,1,2,1,44,3037,1,1,1,1,1,9,10,2,3,1
69,1,1,8,1,23,2840,1,1,1,1,4,9,1,1,3,1
63,1,1,3,1,39,3037,1,1,1,2,4,9,31,2,6,1
165,1,2,5,6,28,33589,1,1,1,1,2,9,1,1,4,1
78,1,1,7,12,38,2109,1,1,1,1,0,9,21,1,3,1
17,1,1,5,4,28,4865,1,1,1,1,4,9,4,1,1,3
8,1,1,7,4,33,3211,1,1,1,1,1,9,6,1,3,3
105,1,1,2,1,41,2620,1,1,1,1,0,9,8,1,3,1
131,1,1,3,16,44,7063,1,1,1,1,0,9,2,1,1,1
20,1,1,7,1,50,2972,1,1,1,1,0,9,16,1,3,3
14,1,1,7,18,41,4779,1,1,1,1,0,9,10,1,3,3
3,1,1,7,1,41,2886,1,1,1,1,4,9,5,1,3,3
6,1,1,3,1,62,1511,1,1,1,1,0,9,0,1,1,4
7,1,1,8,1,30,4426,1,1,1,1,0,9,8,2,1,4
395,1,2,3,1,47,5427,1,1,1,2,0,9,1,2,1,1
55,1,1,1,6,21,5220,1,1,1,2,4,9,7,2,3,1
276,1,1,8,16,54,1423,1,1,1,1,0,9,15,1,3,1
222,1,1,2,1,22,4236,1,1,1,1,0,9,5,3,1,1
23,1,1,7,4,24,7452,1,1,2,2,0,9,7,2,1,3
459,1,1,3,18,60,20149,1,1,1,1,0,9,13,1,3,1
70,1,1,3,1,45,1406,1,1,1,1,0,9,0,3,1,1
10,1,2,8,11,54,10399,1,1,1,1,0,9,1,3,1,3
21,1,1,8,16,33,2625,1,1,1,1,0,9,14,3,3,1
12,1,1,1,4,24,2093,1,1,1,1,4,9,9,1,3,4
224,1,1,7,6,27,22445,1,1,1,1,0,9,12,1,3,1
12,1,1,3,14,26,4873,1,1,1,1,0,9,37,1,3,1
114,1,2,2,9,20,15519,1,1,1,1,0,9,1,1,1,1
37,1,1,2,1,61,6651,1,1,2,1,0,9,27,1,3,3
145,1,1,3,1,66,9074,1,1,1,1,4,9,2,1,3,1
6,1,1,3,1,49,2322,1,1,1,2,0,9,6,3,1,3
56,1,1,2,1,67,2620,1,1,1,1,0,9,4,1,1,1
105,1,1,3,1,25,7358,1,1,2,2,4,9,1,1,1,1
77,1,1,1,4,27,6086,1,1,1,1,4,9,1,1,3,1
231,1,1,7,16,27,9827,1,1,1,1,4,9,5,1,3,1
90,1,1,2,1,41,4597,1,1,1,1,0,9,35,2,3,1
25,1,1,3,6,31,3037,1,1,1,1,4,9,4,2,3,3
4,1,2,4,1,27,2714,1,1,1,1,0,9,0,1,3,3
19,1,1,3,14,40,1676,1,1,1,2,4,9,37,3,3,3
19,1,1,8,16,43,5361,1,1,2,1,0,9,9,2,3,3
22,1,1,3,12,24,3108,1,1,1,1,0,9,1,2,1,3
7,1,1,8,7,14,2764,1,1,1,1,0,9,3,1,0,4
459,1,1,3,18,31,20149,1,1,1,1,4,9,14,1,3,1
66,1,1,2,1,29,2869,1,1,1,2,0,9,1,3,1,1
79,1,1,4,1,56,8225,1,1,1,1,0,9,11,1,3,1
78,1,1,7,1,59,2109,1,1,1,1,0,9,10,1,3,1
8,1,1,1,2,49,10113,1,1,2,1,0,9,17,1,3,2
120,1,1,2,1,20,9019,1,1,2,2,0,9,5,3,1,1
255,1,2,1,4,32,12248,1,1,2,2,0,9,14,1,3,1
395,1,2,8,16,28,5427,1,1,1,2,4,9,9,2,3,1
8,1,1,3,1,28,1052,1,1,1,2,0,9,3,1,1,1
17,1,1,2,1,59,3904,1,1,1,1,1,9,7,1,3,3
9,1,1,8,1,47,3037,1,1,1,1,9,9,9,1,3,4
6,1,1,8,11,49,2369,1,1,1,1,0,3,12,1,3,4
97,1,1,3,12,32,3037,1,1,1,1,4,9,30,2,3,1
8,1,1,2,1,26,3113,1,1,1,1,0,9,4,2,1,4
21,1,1,2,1,45,4449,1,1,1,1,0,9,43,2,3,3
83,1,1,3,6,26,3337,1,1,1,1,0,9,27,1,3,1
20,1,1,1,4,79,13940,1,1,1,2,0,9,25,1,3,1
12,1,2,2,1,20,4562,1,1,1,1,0,9,8,2,1,3
9,1,1,3,1,30,2873,1,1,1,2,0,9,7,2,3,3
0,1,1,8,1,24,1201,1,1,1,1,4,9,9,1,3,4
7,1,1,8,1,29,2025,1,1,1,1,0,9,0,1,1,3
33,1,1,3,18,26,3377,1,1,2,1,9,9,14,3,3,1
11,1,1,8,16,49,17384,1,1,1,1,9,9,10,1,3,3
63,1,1,8,16,35,23089,1,1,1,1,0,9,1,1,3,1
23,1,1,3,14,31,8225,1,1,1,2,4,9,0,1,3,2
7,1,1,8,1,44,1362,1,1,1,1,9,9,17,3,3,4
85,1,1,2,1,45,5515,1,1,1,1,0,9,21,1,3,1
59,1,1,3,8,35,3108,1,1,1,1,0,9,1,2,1,1
14,1,1,1,2,37,3710,1,1,1,1,0,9,2,2,3,1
5,1,1,2,1,14,2620,1,1,1,1,0,9,3,1,0,3
52,1,1,3,4,35,3698,1,1,1,1,4,9,10,2,4,1
390,1,1,7,8,24,22445,1,1,1,1,2,9,15,1,4,1
16,1,1,4,20,39,6143,1,1,2,1,0,9,14,1,3,1
459,1,1,3,18,47,20149,1,1,1,1,0,9,1,1,1,1
362,1,1,2,1,24,4587,1,1,1,1,4,9,3,1,1,1
70,1,1,1,18,43,3377,1,1,1,1,0,9,1,3,1,1
255,1,1,3,8,29,12248,1,1,1,1,1,9,5,1,3,1
15,1,1,3,4,29,1347,1,1,1,1,0,9,5,1,1,3
444,1,1,2,1,22,13321,1,1,1,1,4,9,4,3,3,1
9,1,2,2,1,36,2093,1,1,2,2,0,9,16,1,1,3
21,1,1,8,16,52,4211,1,1,1,2,2,9,9,1,4,3
30,1,1,3,12,31,7195,1,1,1,2,0,9,6,1,1,1
19,1,1,2,1,43,4383,1,1,2,2,9,9,38,1,5,3
65,1,1,3,1,28,9075,1,1,2,2,0,9,3,3,0,1
8,1,1,7,4,47,312,1,1,1,1,0,9,4,1,1,4
6,1,1,8,11,38,2582,1,1,2,1,0,9,38,2,3,3
125,1,1,2,1,23,11361,1,1,1,1,0,9,2,1,3,1
183,1,1,3,1,22,13940,1,1,1,2,0,9,5,1,1,1
417,1,1,7,9,39,13321,1,1,2,2,0,9,4,3,1,1
125,1,1,3,1,22,11361,1,1,1,1,0,9,1,1,1,1
26,1,1,1,4,21,2869,1,1,1,2,4,9,2,1,3,3
390,1,1,2,1,35,22445,1,1,1,1,0,9,1,1,1,1
41,1,1,8,16,25,4877,1,1,1,1,0,9,11,1,3,1
15,1,1,2,1,13,5361,1,1,2,1,0,9,2,2,5,3
5,1,1,2,1,62,3108,1,1,1,1,4,9,10,2,3,4
11,1,1,5,14,73,3224,1,1,1,1,0,9,11,1,3,4
72,1,1,2,1,40,2620,1,1,1,1,0,9,28,1,3,1
3,1,2,8,10,34,10568,1,1,2,1,4,9,34,1,3,3
21,1,1,3,4,72,4236,1,1,1,1,0,9,0,3,1,1
59,1,1,1,1,41,3377,2,2,2,2,0,9,6,3,1,1
11,1,1,2,1,68,4383,1,1,1,1,0,9,3,1,1,3
189,1,1,7,18,39,2231,1,1,1,1,2,9,7,1,4,1
6,1,1,8,1,44,1590,1,1,1,1,0,9,14,1,3,4
5,1,2,8,6,56,4534,1,1,1,1,0,9,8,2,1,4
5,1,1,1,21,27,1498,1,1,1,1,0,9,23,2,3,4
9,1,1,3,1,33,2322,1,1,1,2,0,9,20,3,3,4
6,1,1,1,4,66,5719,1,1,1,1,0,9,17,1,3,4
6,1,1,8,18,67,928,1,1,1,1,0,9,1,3,1,4
12,1,1,3,4,80,111,1,1,1,1,0,9,29,1,3,4
47,1,1,3,1,23,3433,1,1,1,1,0,9,9,1,1,1
41,1,1,1,4,34,5924,1,1,1,1,0,9,13,1,1,1
12,1,1,3,6,66,4576,1,1,1,1,0,9,1,2,1,3
102,1,1,3,6,14,4236,1,1,1,1,0,9,0,3,1,1
37,1,2,5,18,38,4665,1,1,2,2,0,9,28,1,3,3
0,1,1,1,4,37,751,1,1,1,1,0,9,40,3,3,4
11,1,1,3,6,32,4235,1,1,1,1,0,9,10,3,3,4
15,1,1,1,4,17,4028,1,1,1,1,4,9,3,2,1,1
16,1,1,8,11,38,3057,1,1,1,1,2,9,9,1,4,4
101,1,1,3,9,41,13948,1,1,1,1,4,9,1,1,3,1
60,1,1,3,1,33,18946,1,1,1,1,4,9,35,1,3,1
1,1,1,2,1,36,4556,1,1,1,1,3,9,6,1,1,4
125,1,1,3,4,34,16519,1,1,1,1,1,9,6,1,3,1
7,1,1,1,2,59,4279,1,1,2,2,0,9,35,3,3,4
303,1,1,2,1,33,12383,1,1,1,1,0,9,6,1,3,1
78,1,1,3,1,44,7063,1,1,1,1,0,9,10,1,3,1
7,1,1,2,1,37,1607,1,1,1,1,0,9,11,1,0,4
31,1,1,3,2,63,4211,1,1,1,1,0,9,11,1,3,1
14,1,1,7,1,23,3108,1,1,2,2,0,9,13,2,3,4
231,1,1,7,13,20,15315,1,1,1,1,9,9,10,1,1,1
390,1,1,7,15,31,22445,1,1,1,1,0,9,7,1,1,1
297,1,2,2,1,27,4893,1,1,1,1,0,9,8,2,1,1
6,3,1,2,1,36,2222,1,1,2,2,0,9,16,3,5,1
12,1,1,3,14,62,4873,1,1,1,1,0,9,28,1,3,1
10,1,1,2,1,65,3327,1,1,1,1,0,9,14,3,5,1
29,1,1,7,4,15,1142,1,1,1,2,0,9,0,3,0,1
14,1,1,7,6,36,3506,1,1,1,1,0,9,7,3,1,1
38,1,1,8,1,44,2775,1,1,1,1,0,9,14,1,3,1
255,1,2,2,1,39,12248,1,1,1,1,0,9,6,1,1,1
0,2,1,3,4,41,695,1,1,2,2,1,9,1,2,3,4
417,1,1,7,8,40,13321,1,1,2,2,0,9,5,3,1,1
0,1,1,8,10,32,4315,1,1,1,1,4,9,0,1,3,4
5,2,1,7,1,45,1233,1,1,2,2,0,9,23,2,3,3
9,1,1,3,4,37,4196,1,1,1,1,0,9,17,2,6,4
108,1,1,3,14,24,6877,1,1,1,2,0,9,0,1,1,1
12,1,1,8,16,42,5515,1,1,1,1,9,9,13,1,5,3
30,1,1,7,4,30,6179,1,1,1,1,4,9,25,1,3,1
7,1,1,5,4,36,3693,1,1,1,1,0,9,24,2,3,4
39,1,1,8,2,25,23089,1,1,1,1,0,9,32,1,3,2
17,1,1,1,1,67,1460,1,1,1,1,0,9,0,1,3,4
105,1,1,2,1,55,7358,1,1,1,1,0,9,1,1,1,1
5,1,2,3,2,55,4534,2,2,1,1,0,9,37,2,3,4
19,2,1,7,16,50,2107,1,1,1,1,4,9,2,1,4,1
136,1,1,7,16,23,6957,1,1,1,1,0,9,23,1,3,1
20,1,1,3,1,48,3224,1,1,1,2,0,9,0,1,1,1
69,1,1,4,1,39,27723,1,1,1,1,0,9,19,1,3,2
125,1,1,8,10,62,4877,1,1,1,1,0,9,12,1,3,1
297,1,1,2,1,40,16325,1,1,1,1,0,9,13,1,4,1
11,1,1,2,1,53,6179,1,1,1,1,3,9,3,1,1,3
15,1,2,2,1,34,18976,1,1,1,1,4,9,18,1,3,3
0,1,1,3,1,18,3745,1,1,1,1,2,9,14,3,4,4
19,1,1,5,14,48,8225,1,1,1,2,0,9,20,1,3,3
12,1,1,7,6,38,3693,1,1,1,1,0,9,0,2,3,1
55,1,1,2,18,38,7270,1,1,1,1,0,9,1,3,1,2
417,1,1,7,1,14,13321,1,1,2,2,0,9,3,3,0,1
126,1,2,2,1,34,4893,1,1,1,1,0,9,1,2,1,1
85,1,1,2,1,58,3904,1,1,1,1,0,9,7,1,0,1
29,1,1,3,1,27,2104,1,1,1,1,0,9,8,2,1,1
17,1,1,2,1,51,15315,1,1,1,1,9,9,30,1,3,2
17,1,1,4,1,55,11189,1,1,1,1,0,9,4,1,3,3
159,1,1,2,1,36,19345,1,1,2,2,0,9,16,1,3,1
20,1,1,4,4,39,4315,1,1,1,1,0,9,21,1,3,4
6,1,1,1,14,24,11490,1,1,1,2,4,9,2,2,1,2
276,1,1,3,1,30,7549,1,1,1,1,0,9,8,1,1,1
18,1,2,4,1,54,13434,1,1,1,2,0,9,4,1,3,1
10,1,1,4,2,42,1297,1,1,1,1,0,9,14,1,3,4
163,1,2,2,1,33,12248,1,1,1,1,4,9,18,1,3,1
444,1,1,7,8,25,13321,1,1,2,2,4,9,2,3,3,1
222,1,1,2,1,38,4236,1,1,1,1,0,9,28,3,3,1
37,1,2,5,18,39,3815,1,1,2,2,0,9,28,1,3,3
7,1,1,2,16,36,703,1,1,1,1,0,9,30,3,3,4
28,1,1,3,6,37,4397,1,1,1,1,0,9,1,2,1,3
10,1,1,8,1,48,1178,1,1,1,1,0,9,12,1,3,4
3,1,1,2,1,37,973,1,1,1,1,0,9,0,2,3,3
23,1,2,2,3,25,26640,1,1,1,1,4,9,9,1,5,2
7,1,1,8,1,38,4572,1,1,1,1,9,9,9,1,3,3
101,1,1,8,1,56,3594,1,1,1,1,0,9,35,1,3,1
77,1,1,2,1,37,2832,1,1,2,2,0,9,15,2,5,1
15,1,1,1,4,20,2309,1,1,1,1,9,9,8,1,1,3
11,1,1,2,1,30,5811,1,1,1,1,2,9,9,2,4,1
32,1,1,3,12,38,10568,1,1,1,1,0,9,22,1,3,1
12,1,1,8,18,29,481,1,1,1,1,9,9,3,2,3,4
105,1,1,2,1,38,2620,1,1,1,1,0,9,4,1,3,1
2,1,1,1,4,27,355,1,1,1,1,0,9,0,3,1,4
2,2,1,2,1,54,546,1,1,2,1,0,9,7,2,1,4
58,1,1,2,1,53,9443,1,1,1,2,0,9,29,1,3,1
24,1,1,3,1,30,34889,1,1,1,1,0,9,8,1,0,2
11,1,1,3,1,61,2093,1,1,1,1,0,9,1,1,1,4
22,1,1,8,10,32,4758,1,1,2,2,0,9,0,3,1,1
4,1,1,8,18,46,3057,1,1,1,1,3,9,10,1,4,4
69,1,1,4,1,74,27723,1,1,1,1,0,9,1,1,3,2
21,1,1,2,17,26,4039,1,1,1,1,4,9,17,2,3,1
231,1,1,3,1,46,15315,1,1,1,1,0,9,19,1,3,1
33,1,1,2,1,59,2873,1,1,1,2,0,9,3,2,1,1
4,1,1,8,16,45,4233,1,1,1,1,0,9,26,2,3,3
20,1,1,8,10,26,11189,1,1,1,1,0,9,2,1,3,2
14,1,1,3,4,53,7100,1,1,1,1,2,9,23,1,4,2
14,1,1,2,1,32,7100,1,1,1,1,4,9,9,1,3,2
15,1,1,3,4,38,4735,1,1,1,1,1,9,3,1,3,3
41,1,1,3,4,50,4877,1,1,1,1,0,9,22,1,3,1
0,1,1,7,1,40,2222,1,1,1,1,0,9,19,3,4,4
66,1,1,2,1,27,5802,1,1,1,1,1,9,1,1,3,1
158,1,1,3,1,27,6503,1,1,1,1,0,9,3,3,1,1
23,1,2,2,1,46,8563,1,1,1,2,0,9,10,1,0,2
14,1,1,2,1,66,1354,1,1,1,1,0,9,28,2,3,4
12,1,1,8,18,49,10426,1,1,1,1,0,9,11,1,1,2
3,1,1,2,1,42,2870,1,1,1,1,0,9,26,2,3,3
136,1,1,7,4,32,6957,1,1,1,1,0,9,17,1,3,1
2,1,1,2,1,23,3745,1,1,1,1,9,9,11,2,5,4
24,1,1,2,1,46,2940,1,1,1,2,0,9,1,2,3,1
59,1,1,3,2,45,4089,1,1,1,1,0,9,30,1,3,1
25,1,1,8,10,23,77,1,1,1,1,4,9,1,1,3,3
459,1,1,3,18,24,20149,1,1,1,1,0,9,0,1,1,1
145,1,1,8,1,22,9414,2,1,1,1,0,9,12,3,3,1
119,1,1,3,1,48,9074,1,1,1,1,0,9,0,1,3,1
120,1,1,7,8,21,9019,1,1,2,1,9,9,0,3,1,1
231,1,1,7,1,40,9827,1,1,1,1,0,9,10,1,3,1
25,1,1,8,16,29,5656,1,1,1,1,0,9,23,2,3,3
390,1,1,2,20,40,22445,1,1,1,1,9,9,16,1,5,1
7,1,1,1,4,44,8747,1,1,1,1,0,9,3,1,3,4
24,1,1,2,1,50,937,1,1,1,2,0,9,23,3,3,1
5,1,1,3,18,27,3057,1,1,1,1,0,9,7,1,3,3
38,1,1,1,4,32,10399,1,1,1,1,0,9,15,3,3,1
